Phi(固含量),d50(中位径_um),sigma(几何标准差),Emix(混合功_J),Temp(温度_C),Tau0(屈服应力_Pa)
0.6238,22.008,1.4024,24660300.0132,50.1179,24.6584
0.6071,24.2545,1.4046,24906783.1454,50.8085,13.5838
0.6566,28.212,1.4794,4607220.4993,49.7692,45.8195
0.62,28.8119,1.5939,24676630.7874,50.9699,7.3459
0.6295,20.5277,1.5584,24534394.8076,50.0611,20.052
0.6609,20.8363,1.5382,4377525.7071,49.1056,74.0237
0.6591,28.4906,1.5711,4506264.6945,47.5106,29.4285
0.6417,26.6537,1.4478,24391798.4475,50.9413,24.4116
0.6511,20.5028,1.5739,4412729.4831,48.5821,42.2181
0.6459,29.1156,1.5169,24490773.1934,50.6609,18.2152
0.6321,20.5187,1.4102,24664249.9068,50.2189,34.659
0.651,20.5054,1.4242,4334860.9747,48.5751,87.9001
0.6304,22.9306,1.5921,23263268.412,50.3856,15.0209
0.6769,27.3888,1.4507,4478994.7011,47.6931,1433.3734
0.6119,27.1136,1.5279,25396746.4726,50.4156,8.2812
0.6508,28.7298,1.5919,4306856.5026,49.8575,20.2989
0.6771,25.1152,1.5351,4492031.1251,48.2475,165.7673
0.6555,24.4867,1.5611,4247368.3684,47.5148,36.2813
0.6019,20.5917,1.5381,23923544.0216,50.6418,11.2085
0.6278,21.608,1.5487,24287245.7711,50.7447,18.1787
0.6318,22.8395,1.453,23857936.34,50.4873,24.4575
0.6188,26.3778,1.582,25772764.5129,50.1346,8.6324
0.6428,26.0268,1.5278,4446784.9495,47.6469,23.4027
0.6526,21.4482,1.481,24502852.2615,50.9305,47.6312
0.6652,25.975,1.4712,4568132.4426,47.047,91.3899
0.6713,25.432,1.4533,4406314.715,47.2686,223.3453
0.6681,28.9874,1.5323,4435302.2284,49.1498,59.4651
0.6047,29.3592,1.492,24440836.9262,50.0124,6.6628
0.6489,25.2025,1.4506,4511258.925,48.2347,45.1923
0.6572,25.5883,1.5581,4298649.1411,47.4367,36.0499
0.6772,29.5877,1.4871,4115037.7829,49.4639,299.2806
0.6271,29.3063,1.5374,25839511.9906,50.0274,9.7983
0.6747,21.6558,1.4224,4464738.1074,49.0723,4634.9204
0.6384,23.4081,1.5123,24273510.602,50.8697,23.1235
0.6376,26.1239,1.5202,4222215.5569,47.0163,20.0095
0.6205,29.1822,1.4654,24820040.5266,50.3242,10.6485
0.6525,20.124,1.5924,4691149.3632,47.8492,41.6454
0.6601,27.5401,1.5932,4637948.7609,47.0868,29.152
0.6686,26.4311,1.5327,4414021.5174,49.1618,73.8484
0.6211,28.7298,1.5919,25309330.0368,50.717,7.566
0.6647,22.008,1.4024,4252614.4463,49.2816,259.819
0.6004,29.7077,1.5344,26062233.1139,50.8815,5.2416
0.6577,27.3402,1.4461,4587580.4593,47.0193,59.6073
0.6092,22.5241,1.4748,24417329.64,50.7921,13.424
0.6193,25.2025,1.4506,23863609.7779,50.5854,14.6913
0.6062,24.0111,1.4471,23472314.632,50.9503,12.1313
0.6694,20.206,1.4169,4288076.0652,49.2973,518.5688
0.6433,26.5773,1.4585,4130737.0534,48.5902,31.673
0.6511,23.8134,1.5537,24982163.2805,50.1965,27.682
0.687,28.4198,1.5988,4409235.0818,49.0357,226.9145
0.6461,27.0025,1.5187,4379676.8583,48.1331,25.6511
0.6109,28.3224,1.4283,23639748.8194,50.158,10.1
0.6026,23.8413,1.4383,24401761.288,50.1557,11.3525
0.6007,23.3238,1.4185,24837833.3114,50.441,12.1029
0.6427,28.5716,1.5683,23796743.988,50.7128,14.5824
0.6157,22.0545,1.5264,23889625.7882,50.363,13.8489
0.6504,20.5698,1.5723,24375859.8653,50.9699,34.7761
0.6592,22.5241,1.4748,4420984.442,48.7894,83.7385
0.6313,27.9814,1.5697,4362040.4911,47.7419,12.1727
0.6832,22.5055,1.5534,4383254.6099,47.7875,411.2153
0.6105,25.3342,1.542,23868492.7874,50.2265,8.8328
0.6018,22.898,1.4901,24017455.3932,50.2748,10.3959
0.6006,27.3894,1.4929,25106564.5264,50.9171,7.0663
0.6005,27.4812,1.4847,24636324.2892,50.7253,7.1688
0.6634,29.5204,1.5145,4386341.945,49.6808,49.2055
0.6127,28.5251,1.439,24908417.4955,50.5284,10.0463
0.6107,20.3199,1.4691,24353409.7593,50.0465,17.1384
0.6358,21.1484,1.5914,24056509.442,50.7457,20.3966
0.6659,27.5897,1.5918,4370550.6997,48.9854,39.824
0.6377,21.4268,1.4321,4397140.4851,47.986,43.7627
0.6013,28.2519,1.5941,24925166.009,50.8085,4.9281
0.6444,26.341,1.5027,4443180.2136,49.2596,27.8947
0.6441,24.2429,1.4117,4479939.6674,47.9493,48.0247
0.6132,27.0025,1.5187,24670706.9165,50.6198,8.9257
0.605,21.218,1.4444,24033351.4988,50.0517,14.8804
0.6663,20.5996,1.4435,4233920.2233,49.8277,223.3053
0.6565,22.8395,1.453,4479185.645,49.1612,80.4147
0.6395,28.4198,1.5988,24092222.1433,50.1668,12.0243
0.6564,22.139,1.5903,4193854.105,47.6288,40.3176
0.6779,23.7488,1.5061,4441420.1403,48.9076,337.407
0.6163,28.037,1.5008,24442392.0244,50.31,9.3723
0.6249,29.3337,1.4738,24731305.6359,50.3261,11.4469
0.612,26.3735,1.447,25321136.0553,50.3432,11.1884
0.6432,21.0377,1.5556,24046648.8441,50.5682,28.2608
0.6377,20.0458,1.5239,23514342.8962,50.8977,29.9628
0.6642,27.5743,1.5553,4666014.2872,49.0372,44.9423
0.6701,22.3489,1.552,4458750.2777,49.7259,100.6291
0.6238,24.7703,1.4947,25742526.6588,50.7748,14.6886
0.6142,25.1217,1.485,24167147.0697,50.9869,11.8346
0.6704,25.8366,1.5942,4574893.0133,49.101,56.7326
0.6625,25.2997,1.4732,4332505.8431,49.2426,82.9882
0.663,22.2141,1.4252,4363799.3945,47.4533,158.2061
0.6347,29.0625,1.5581,24298094.263,50.5599,11.6168
0.6682,21.4223,1.4025,4264116.3523,47.2569,455.7354
0.6314,29.5242,1.4471,25177556.6484,50.5947,14.6252
0.6647,21.0784,1.5768,4272692.4271,49.005,70.3815
0.6392,23.6398,1.5202,4345194.4926,49.2654,26.9958
0.6638,26.0416,1.5031,4522990.5743,48.6116,67.7491
0.623,23.0576,1.4319,24184311.6962,50.8298,20.4773
0.6028,29.5369,1.5757,24568957.8405,50.691,4.9432
0.6297,28.212,1.4794,24439586.9997,50.2378,13.7925
0.6067,21.9086,1.5043,24222670.0605,50.6678,12.2274
0.6639,23.7252,1.5501,4330007.4654,48.7917,61.6482
0.672,27.8118,1.5705,4250863.716,47.4264,61.2973
0.6256,27.7654,1.4855,23363986.1987,50.9763,12.8659
0.6514,29.5893,1.5032,4231446.4166,49.7111,29.2152
0.6839,22.1778,1.5546,4403373.5785,47.3837,491.2939
0.652,29.5369,1.5757,4505911.7427,47.7306,20.4254
0.6146,22.2142,1.5871,24494317.7966,50.9178,11.1236
0.682,28.3897,1.5754,4535554.5693,47.8765,142.1722
0.6416,27.395,1.531,25238075.3609,50.6229,17.129
0.6151,23.3801,1.4593,24654402.838,50.4944,14.9009
0.6351,29.1055,1.5658,23211925.5549,50.2011,11.419
0.6254,29.0545,1.538,24468643.3428,50.7459,9.7925
0.6222,20.5137,1.4693,24465118.2597,50.9436,22.5588
0.6725,25.5594,1.5294,4601572.2701,48.129,105.6704
0.6657,22.2936,1.5799,4463277.6397,48.2801,63.3753
0.6485,27.701,1.4271,4602670.5731,49.4364,42.5768
0.6114,26.1239,1.5202,25045548.8175,50.5101,9.0609
0.6875,27.1468,1.5925,4521663.3875,48.5281,313.8035
0.6415,25.7524,1.537,24608330.3601,50.4557,19.0144
0.6697,29.5638,1.4664,4400775.8479,49.6253,119.8941
0.6672,24.5909,1.5499,4369555.5628,49.0809,69.2782
0.6513,29.3337,1.4738,4336977.1866,48.2761,33.0783
0.6785,24.4338,1.5482,4417156.0088,47.2925,174.3435
0.6758,22.7214,1.4704,4297402.8056,47.0014,495.5085
0.6872,21.8373,1.5635,4498323.4146,47.676,1337.0042
0.6536,23.4228,1.4553,24778722.2575,50.5651,45.1297
0.6224,28.3006,1.476,24297046.5178,50.9814,11.6893
0.6425,25.432,1.4533,25336513.5846,50.3789,26.354
0.6531,29.2278,1.5343,4420214.9852,48.1211,26.5515
0.6735,29.0625,1.5581,4350762.6754,49.2374,71.6465
0.6276,22.2141,1.4252,24468098.0872,50.672,25.2493
0.6146,25.7294,1.4338,24691494.8618,50.4175,13.0918
0.6639,20.5277,1.5584,4422215.5793,48.1183,77.2028
0.6275,23.3104,1.4333,23623020.9537,50.23,22.227
0.6433,20.0955,1.4581,4436506.3848,48.4381,55.1142
0.6433,21.238,1.4769,24650262.2465,50.5372,36.0798
0.6381,26.3735,1.447,4221177.1928,49.0643,28.2529
0.6393,20.4119,1.504,26148341.8755,50.7663,31.4857
0.6382,22.0772,1.5918,4541675.3443,47.2959,21.6319
0.6211,25.5598,1.5607,24677569.5876,50.616,10.5613
0.6608,22.0676,1.4963,4480419.1247,49.3695,84.239
0.6562,26.9847,1.496,4394776.1941,47.6509,42.9636
0.6772,20.7391,1.4857,4395004.8518,49.1342,591.0182
0.6478,21.8114,1.5381,24651296.7221,50.6017,31.8057
0.6356,20.7709,1.4719,24924596.6438,50.4488,30.5658
0.6553,22.9656,1.5226,4236450.1507,49.2769,51.3802
0.6471,29.1822,1.4654,4420307.6176,47.4764,28.67
0.6722,24.0433,1.5143,4445597.6799,49.218,138.0085
0.6399,25.6917,1.4607,4495929.3814,48.3902,29.3574
0.6851,21.0286,1.5353,4263428.7837,47.8533,2683.0464
0.6098,20.4669,1.5051,24172267.8204,50.9477,15.1272
0.6534,27.1928,1.5614,4234318.0964,48.7136,27.7718
0.6015,25.9731,1.5412,24117819.1,50.6899,6.9246
0.6796,29.9989,1.5218,4142555.8538,48.1592,218.8409
0.6001,27.2202,1.5655,24832785.7672,50.6354,5.6316
0.6108,21.619,1.422,24571223.7892,50.3002,17.5408
0.6703,24.2623,1.5071,4661104.6942,48.529,119.9312
0.6491,29.7077,1.5344,4439541.2977,49.8557,22.8753
0.6389,22.898,1.4901,4576285.6878,49.5818,32.3348
0.6129,20.3468,1.4313,25618488.0414,50.1931,20.0201
0.6458,28.5514,1.5214,4433253.2365,48.2043,22.4409
0.6108,22.6575,1.529,25551802.0134,50.3071,11.4761
0.6502,24.2339,1.5512,24180851.6819,50.2313,26.4802
0.6163,23.3031,1.4448,23638020.8671,50.7435,16.3521
0.6631,27.3894,1.4929,4600239.8691,47.8025,61.3298
0.6344,26.2319,1.5979,4443772.7847,48.2968,13.7563
0.6555,28.3727,1.4618,4253560.5399,48.2911,46.1803
0.6643,22.1801,1.5774,4583324.2482,49.5789,62.3211
0.6795,21.8956,1.5725,4468462.3867,48.9024,188.5271
0.6457,22.5712,1.5073,4391828.5134,47.1201,37.1608
0.6494,22.5055,1.5534,25332498.3712,50.9287,29.8384
0.6322,26.533,1.5293,25022123.0171,50.8418,14.3344
0.6256,28.2272,1.48,24902351.1001,50.4795,12.379
0.6632,26.5158,1.4314,4513540.5943,48.6373,109.2965
0.6189,29.6893,1.599,24766144.0586,50.9827,6.6437
0.6769,29.7732,1.5322,4511744.0258,49.3493,122.3102
0.6429,29.5418,1.4234,25387489.6763,50.0567,21.7749
0.6645,26.7131,1.5218,4464513.9541,49.4078,60.5189
0.6343,23.3048,1.4146,4505017.968,49.8955,36.9758
0.6474,24.7204,1.5393,25168389.6011,50.9501,24.4275
0.6817,26.3346,1.5519,4311594.6873,49.5383,240.6972
0.6624,21.6974,1.4774,4252166.8376,47.7361,105.4389
0.6363,24.3248,1.5524,4298376.5003,48.5387,20.2163
0.6228,20.8445,1.4258,26655788.1547,50.9948,24.9535
0.636,23.7488,1.5061,24129492.3283,50.9577,21.5338
0.6603,25.6997,1.506,4351942.9904,49.7425,57.726
0.6751,23.6527,1.5003,4448938.7075,49.7047,238.2211
0.6146,29.5341,1.5326,24482996.4543,50.2958,7.347
0.6725,27.4816,1.501,4310130.8915,47.5671,122.0491
0.6652,26.3778,1.582,4438761.71,47.1947,42.7232
0.6801,25.3698,1.4912,4261485.8554,49.9739,1068.5116
0.6176,28.3636,1.5019,24333834.2925,50.5896,9.4673
0.672,23.7509,1.5939,4468953.2343,47.3931,71.2613
0.6735,25.4538,1.5527,4248642.4909,49.0224,97.7156
0.6032,27.722,1.558,24195150.9632,50.6587,5.9891
0.6375,27.1266,1.4906,23126468.2761,50.2634,17.9986
0.6452,23.6527,1.5003,25142531.6871,50.8688,28.4845
0.653,25.6737,1.4135,4465938.1932,49.428,67.3027
0.6179,28.4983,1.5131,24804719.4056,50.0797,8.9997
0.6088,20.065,1.5192,25486166.0534,50.2704,14.4027
0.6668,28.3913,1.5278,4567416.4713,49.6218,59.2716
0.6524,28.485,1.5096,4237513.0376,49.0296,31.4129
0.6599,29.4963,1.4907,4520579.6075,47.9512,44.8707
0.6465,23.7993,1.4963,24187556.0196,50.6562,29.9039
0.6101,22.9961,1.4226,25664499.2357,50.4714,15.1833
0.61,25.784,1.4423,25207069.4987,50.9248,11.5055
0.6174,24.3576,1.562,26274690.4437,50.203,10.4092
0.6667,22.1406,1.5852,4265572.3038,49.7775,68.1252
0.6265,28.5648,1.5918,24497218.1153,50.0859,8.65
0.6475,26.7493,1.4056,4413492.5936,48.8588,48.5169
0.6239,24.7372,1.5205,24674542.9571,50.9835,13.7909
0.6192,22.3155,1.5828,24236882.3723,50.3554,12.3029
0.6202,29.5893,1.5032,23185144.4978,50.6884,9.3282
0.632,20.0315,1.5941,24321692.207,50.0721,20.1088
0.6747,27.395,1.531,4652356.0325,49.3807,114.3308
0.6454,29.2747,1.5655,4549326.3366,48.3702,17.5377
0.6761,21.1484,1.5914,4354165.7246,47.3905,120.3504
0.654,25.9313,1.4397,4343180.6363,48.5509,58.6331
0.6097,22.9278,1.4195,24740784.1535,50.5807,15.3874
0.6149,20.5561,1.4617,23288206.8334,50.7434,19.3132
0.6516,22.9278,1.4195,4606675.1312,47.9436,72.8632
0.663,24.3645,1.5852,4393203.3308,48.6786,45.7814
0.6288,29.6268,1.4387,24700125.8968,50.6238,13.9912
0.6163,25.2601,1.4884,24100745.3743,50.543,12.0605
0.6714,23.0174,1.4261,4471983.6391,48.8074,484.3448
0.683,27.4407,1.552,4716203.7827,49.8472,279.8715
0.6364,26.7734,1.5127,25505103.757,50.5606,16.4449
0.6173,24.8049,1.5795,24686243.417,50.8668,9.7088
0.6052,20.6372,1.4123,24844669.7304,50.1769,17.3561
0.612,24.352,1.5225,23624142.3915,50.9504,10.7004
0.6303,20.7796,1.4386,25292319.6069,50.224,29.1765
0.6665,28.5276,1.547,4565486.8935,49.994,51.2387
0.6767,29.1156,1.5169,4500695.2277,49.7956,154.1688
0.6789,22.9731,1.5701,4727983.162,49.1215,162.8838
0.6228,22.0415,1.5686,24289588.3025,50.2528,14.351
0.6632,20.0458,1.5239,4691428.5588,49.6979,98.6801
0.6114,22.0772,1.5918,24462181.2411,50.9813,10.3127
0.6607,20.573,1.4084,4342196.4508,48.0043,179.6308
0.6559,20.4376,1.4909,4680391.3033,48.8217,77.4463
0.6696,28.933,1.5755,4398470.857,49.6619,49.5561
0.6641,20.0773,1.553,4413173.0929,48.2071,84.2416
0.6668,22.656,1.4361,4645399.9495,49.1994,204.3197
0.6023,25.9854,1.5193,24119967.7429,50.7458,7.5389
0.6418,29.9065,1.4832,4331119.4799,47.0784,20.4441
0.6088,22.9822,1.51,23780314.6444,50.3443,11.4264
0.6269,27.3443,1.5604,24470296.5976,50.6763,10.6795
0.629,20.7578,1.5653,4637836.3096,49.8639,22.0934
0.6587,20.0315,1.5941,4153139.4975,49.1802,54.7604
0.6108,27.6981,1.5994,24262525.0408,50.251,6.2115
0.6134,21.3507,1.4853,24469500.0294,50.7844,15.9646
0.6554,28.6195,1.5409,4367119.2879,47.3136,29.0016
0.6572,28.1438,1.5764,4579893.5148,48.4009,27.7683
0.6364,20.6085,1.4683,24740508.0981,50.0505,31.8538
0.685,24.3622,1.5898,4526236.2183,47.9494,244.4514
0.6291,21.1711,1.5725,24319784.2683,50.9415,18.2549
0.6815,27.9679,1.596,4579059.1495,47.8848,106.9019
0.6515,22.0545,1.5264,4462960.1201,49.6033,46.9143
0.6653,27.4128,1.5027,4275650.854,47.8525,66.5832
0.6384,27.4816,1.501,23947271.1865,50.2512,17.261
0.6041,28.933,1.5755,24248656.8186,50.9994,5.3487
0.664,28.7851,1.5429,4446294.8541,47.1526,42.251
0.6744,29.4567,1.564,4738025.9849,47.2162,66.8438
0.6353,29.9989,1.5218,24971745.3529,50.4509,12.3484
0.6451,27.4429,1.5542,25764942.3762,50.3796,17.3052
0.6002,28.0674,1.4589,24385978.5233,50.359,7.3362
0.6587,24.3622,1.5898,24315777.5217,50.4261,30.1042
0.6261,23.6356,1.5924,24952662.7895,50.5181,12.5872
0.6848,27.7676,1.5834,4111532.2761,47.4953,209.7583
0.6284,22.7337,1.4586,25178337.3248,50.4825,21.8882
0.6018,29.8226,1.4296,24120278.8882,50.7868,7.4312
0.6847,24.5479,1.5567,4282995.7451,48.7527,488.8412
0.627,21.5561,1.5561,23965558.7974,50.0738,17.2917
0.6347,26.8142,1.5314,24163328.5905,50.3786,14.8177
0.6193,22.0519,1.5714,23207121.6163,50.9594,13.3625
0.6721,27.4429,1.5542,4173655.6087,48.931,74.594
0.616,26.9847,1.496,24450950.7063,50.615,10.2403
0.6643,23.0421,1.411,4542902.112,49.6302,201.2975
0.6411,23.9631,1.523,24356209.105,50.943,22.9996
0.6179,27.9131,1.4972,25423293.9783,50.2139,9.8429
0.6726,20.4119,1.504,4363731.1772,47.7754,216.2231
0.608,28.6326,1.5333,23475277.4631,50.2528,6.7275
0.6486,20.6354,1.4744,23666719.3948,50.8923,46.5294
0.6133,23.309,1.4394,23936799.4993,50.7126,15.4144
0.6749,28.5648,1.5918,4508748.0372,49.4853,62.8982
0.6622,26.533,1.5293,4442354.6013,47.6852,49.6051
0.6238,26.3939,1.5536,24548481.5881,50.6824,10.8213
0.6617,27.2909,1.5888,4482060.8818,48.2123,33.4681
0.6557,20.1878,1.4774,4513278.4607,48.1699,83.7336
0.6715,24.7939,1.4059,4449524.3651,49.0806,858.0872
0.6052,29.3215,1.5854,24886359.3367,50.2222,5.0706
0.6281,20.9079,1.5806,25458610.1725,50.3771,17.4359
0.6183,21.7914,1.5377,23695157.7309,50.0794,14.5012
0.6127,28.9874,1.5323,24231829.1124,50.7683,7.3847
0.6837,23.062,1.5549,4262416.5136,48.0543,439.4355
0.6611,20.7709,1.4719,4390721.5262,49.5909,114.1657
0.6603,27.8428,1.4845,4344301.8008,48.6105,54.5915
0.6521,25.382,1.4209,4468431.3828,49.0559,62.4288
0.6008,24.1957,1.5505,25322694.5784,50.1235,7.4854
0.6699,29.1042,1.5398,4465748.5841,49.9302,63.9537
0.6025,28.2914,1.407,24444551.1729,50.1588,8.833
0.6204,22.3489,1.552,24020047.1461,50.9105,14.1072
0.6187,27.6978,1.591,25663780.7504,50.5111,7.6686
0.6707,22.3298,1.5173,4518552.5934,47.2113,129.8899
0.6118,26.7385,1.5656,23247739.1394,50.9601,7.7367
0.6575,28.921,1.4917,4429415.2276,49.0836,42.0722
0.6462,29.3592,1.492,4498011.2313,49.0375,25.0254
0.6055,24.3248,1.5524,24343133.1908,50.7977,8.3546
0.6401,20.1913,1.5115,4304160.7606,49.0295,39.3678
0.6556,27.6978,1.591,4323371.771,47.7524,24.8561
0.6484,20.6234,1.5976,24388279.6444,50.4347,29.5147
0.6386,29.1494,1.5482,24385272.7965,50.9829,13.3669
0.6087,26.7693,1.425,24856596.3603,50.2854,10.7845
0.6318,24.4778,1.5996,24063228.4496,50.1458,13.1955
0.6097,25.5594,1.5294,25085967.1116,50.9303,8.9321
0.6688,20.6372,1.4123,4602537.4647,48.7248,457.7484
0.6028,29.0045,1.4704,24965079.2563,50.4804,7.0181
0.6409,22.2142,1.5871,4360793.0765,49.5569,24.9193
0.6542,29.8226,1.4296,4359516.7278,49.1999,48.3235
0.6696,20.065,1.5192,4431233.4122,49.8379,155.1278
0.604,26.3528,1.48,25278543.3297,50.1857,8.4223
0.6164,26.1352,1.5526,25284818.2589,50.98,9.3001
0.601,23.9061,1.5115,25181682.1297,50.2216,8.7019
0.6528,25.4547,1.5871,24223552.1936,50.9114,23.2613
0.6125,26.7674,1.5302,25029080.9915,50.9164,8.6613
0.6814,25.4392,1.5161,4558418.0302,49.6982,560.6572
0.6277,21.4224,1.5964,24368740.5535,50.372,15.7264
0.6704,23.1628,1.4556,4262561.7928,49.2926,242.7988
0.6629,29.6268,1.4387,4457703.9171,47.467,78.0125
0.625,28.0786,1.4823,25315951.9084,50.4378,12.1789
0.6006,26.1776,1.4744,23796593.6669,50.2758,8.136
0.6056,27.1582,1.401,24954032.4735,50.0373,10.4217
0.6358,22.0676,1.4963,25166831.9183,50.3637,25.0141
0.6215,21.6558,1.4224,25478058.8205,50.44,22.5684
0.6232,24.4595,1.521,26191271.9363,50.691,13.6189
0.6682,25.5598,1.5607,4352400.4033,49.2531,63.6087
0.6394,28.3224,1.4283,4398322.6179,48.687,27.5294
0.6748,20.6085,1.4683,4420136.4381,49.7674,517.7339
0.6495,28.2353,1.5383,4521252.9582,48.3271,24.397
0.6402,21.6352,1.5663,4753646.2275,49.7958,27.9149
0.6089,25.382,1.4209,25786572.2992,50.4542,12.1531
0.6364,22.6162,1.5714,24551356.765,50.9572,19.3241
0.6622,22.8267,1.4581,4333986.3795,48.4888,109.6297
0.6101,27.2531,1.4799,23742246.5854,50.7043,9.2461
0.632,25.975,1.4712,24879235.185,50.2407,17.6749
0.6393,23.6163,1.5314,4140700.6542,49.8235,26.396
0.6134,22.7401,1.4584,24614411.2563,50.233,15.0866
0.6464,29.9775,1.5921,4470199.8136,47.2944,15.1457
0.6601,21.9527,1.4548,4531511.6497,47.4536,102.19
0.6182,20.3529,1.5413,24471198.4187,50.7363,16.5598
0.6329,28.0674,1.4589,4333607.5262,49.2042,20.0169
0.6413,20.0233,1.5418,4302842.1458,48.3828,36.2653
0.6662,21.4224,1.5964,4364605.8765,48.1654,64.2288
0.6392,24.6235,1.5302,4267819.7514,48.1946,23.3689
0.6736,23.9246,1.5759,4316868.3915,47.9937,89.8133
0.6406,20.3199,1.4691,4457254.0716,49.2385,47.3857
0.689,22.9932,1.5921,4607154.4409,47.8752,706.4692
0.6264,23.7437,1.4465,23542767.9565,50.9517,20.27
0.6099,20.4325,1.5252,23404289.4002,50.2838,14.1429
0.6236,25.3222,1.4873,24739725.6406,50.7285,14.4054
0.6044,25.6724,1.579,24059572.3683,50.8255,6.7509
0.6232,23.9246,1.5759,25426783.0231,50.4407,12.0062
0.6419,23.493,1.4961,4415163.4312,49.617,33.2563
0.6016,28.0226,1.4363,25003143.9466,50.3316,8.0951
0.6575,29.6893,1.599,4208827.147,48.3997,22.8601
0.6463,25.3022,1.4348,25457202.6904,50.0986,31.8522
0.6394,25.0297,1.4919,24878241.5333,50.3875,21.8986
0.6233,28.0661,1.582,24308580.4185,50.1845,8.5828
0.6015,23.6329,1.5837,24367876.286,50.4256,7.2666
0.6547,29.0545,1.538,4408590.7005,48.6733,28.5692
0.6334,21.0784,1.5768,24041809.7721,50.166,19.9441
0.6051,21.1699,1.5557,23777366.572,50.5759,10.7998
0.6009,22.9762,1.4854,24134940.6946,50.205,10.2468
0.6106,21.2838,1.5408,24203213.2504,50.2721,12.5798
0.6076,26.1591,1.521,25430616.2826,50.4309,8.2346
0.6168,25.5094,1.5301,25018861.0281,50.2506,10.4037
0.6342,26.3796,1.4313,23623677.6801,50.3179,21.0325
0.6301,27.4407,1.552,23270560.2031,50.4271,11.8448
0.6725,27.863,1.4352,4335594.4038,47.6251,343.7769
0.6002,29.9065,1.4832,24334196.053,50.4529,6.0168
0.6053,29.9775,1.5921,24889406.2688,50.3303,4.775
0.6738,24.352,1.5225,4236157.6345,49.1894,146.1118
0.6622,22.7738,1.4858,4349231.4766,47.3139,88.087
0.6203,28.6542,1.5604,24426681.3898,50.7203,8.2759
0.6556,22.3821,1.4747,4478850.8964,48.4734,69.4451
0.6637,22.1717,1.4142,4476222.6761,47.9683,191.8006
0.6507,24.2774,1.4439,4379359.3553,49.7847,56.7697
0.6319,20.8363,1.5382,24194208.3599,50.1023,22.1391
0.6773,29.3634,1.5412,4275457.4075,48.1993,116.0331
0.6323,24.7939,1.4059,25285048.7521,50.7511,24.3655
0.6563,22.6266,1.5345,23312520.964,50.7322,40.197
0.6128,28.0979,1.4267,24378047.2032,50.2405,10.7429
0.6584,26.1176,1.5202,4390966.3516,48.8733,45.7139
0.6459,22.1097,1.4393,24980662.2038,50.0454,40.6712
0.6049,26.7231,1.5708,25194932.3446,50.8809,6.4259
0.6022,21.536,1.4205,24174027.0081,50.8663,14.7962
0.6645,20.6895,1.5318,4322980.9597,48.958,93.9475
0.6462,27.9534,1.5758,23625256.5872,50.1444,16.2088
0.6391,26.1544,1.4662,25321297.0363,50.8712,21.8037
0.6002,21.6974,1.4774,24684852.1979,50.3989,11.5836
0.6347,21.1645,1.4852,4413583.2001,49.7415,34.0016
