d50(中位径_um),sigma(几何标准差),Phi_1(固含量),Phi_m_1(最大堆积),Emix_1(混合功_J),Temp_1(温度_C),Tau0_1(屈服应力_Pa),Phi_83(固含量),Phi_m_83(最大堆积),Emix_83(混合功_J),Temp_83(温度_C),Tau0_83(屈服应力_Pa),Phi_2(固含量),Phi_m_2(最大堆积),Emix_2(混合功_J),Temp_2(温度_C),Tau0_2(屈服应力_Pa)
20.9054,1.4877,0.6481,0.6814,4359130.4983,47.4337,52.2571,0.6435,0.6882,16674846.9558,52.4135,41.1735,0.6435,0.6916,23465129.9935,50.5452,36.5727
28.3739,1.5448,0.6668,0.6869,4397524.2883,49.3025,52.6785,0.662,0.693,16677073.7496,52.8379,35.0278,0.662,0.6964,24061715.8259,50.4868,29.916
22.7029,1.552,0.6732,0.6876,4508482.4854,48.6268,118.6,0.6678,0.694,17427737.4074,52.2884,66.5447,0.6678,0.6972,24631313.0432,50.8282,57.2097
22.2287,1.4883,0.6525,0.6816,4565768.1052,48.0391,55.7414,0.6476,0.6891,18337997.6281,52.2085,40.5655,0.6476,0.6929,26071333.6826,50.4595,35.5963
22.8161,1.5689,0.6656,0.6892,4465036.1646,48.7582,64.8113,0.6602,0.6953,17137991.7168,52.7031,44.9268,0.6602,0.6986,24950738.4214,50.0883,38.561
21.4312,1.4029,0.6568,0.6733,4445154.2595,48.7039,129.8857,0.6522,0.6815,17596398.1955,52.9333,75.8877,0.6522,0.6853,24225026.1419,50.3854,63.3642
23.1874,1.4666,0.6518,0.6794,4453677.5104,47.0373,54.4532,0.6464,0.6874,18508737.0622,52.2344,38.8702,0.6464,0.6912,26025544.6627,50.4728,34.043
21.232,1.5381,0.6628,0.6862,4274752.8807,48.284,77.0146,0.6591,0.6923,16396918.9114,52.5809,57.1633,0.6591,0.6954,23056362.3668,50.098,49.3719
22.6282,1.5012,0.6701,0.6827,4409497.8109,49.5329,148.1387,0.6647,0.69,18002223.0796,52.2881,73.7028,0.6647,0.6933,24877310.4056,50.2368,62.014
23.2406,1.4333,0.6548,0.6761,4280042.98,48.8285,79.7386,0.6511,0.6842,17793264.0912,52.125,52.7584,0.6511,0.6878,24406290.4092,50.4013,45.6469
26.7801,1.413,0.653,0.6743,4399551.4892,47.4045,59.5989,0.6478,0.683,18590931.4403,52.962,38.268,0.6478,0.6866,25253568.7143,50.9737,33.0343
20.9247,1.4127,0.6515,0.6742,4335805.6997,49.5121,94.3685,0.6463,0.6823,17579314.6271,52.3658,59.6439,0.6463,0.686,24158767.6865,50.0334,51.1956
27.8725,1.4649,0.657,0.6794,4689250.2353,49.28,51.4536,0.6524,0.6865,17228996.7257,52.9675,34.7177,0.6524,0.6902,24372026.8647,50.6074,29.6358
25.9664,1.5198,0.6734,0.6846,4604359.317,48.1891,122.6877,0.6699,0.6911,17006879.5318,52.1234,67.7764,0.6699,0.6942,23741555.8138,50.7055,56.8579
21.8613,1.6361,0.6728,0.6955,4161797.5453,49.0313,70.3652,0.6691,0.7008,16838820.5898,52.9126,52.5592,0.6691,0.7034,23673253.4655,50.0726,45.5373
25.9512,1.6178,0.6736,0.6939,4473793.9313,47.0953,55.5241,0.6687,0.7,18588332.6593,52.3149,38.2841,0.6687,0.7028,25816179.8524,50.8678,33.9392
29.3191,1.5043,0.666,0.683,4361037.7132,48.2558,60.8014,0.6608,0.6902,17871728.1455,52.0824,36.1428,0.6608,0.6936,24952071.4169,50.3606,31.0477
22.6203,1.6606,0.6736,0.698,4435447.3285,48.9262,58.9725,0.6682,0.7031,17500990.6333,52.626,41.932,0.6682,0.7056,24400608.1541,50.1495,37.0056
28.9114,1.4732,0.6651,0.6801,4594342.4805,48.7938,74.9347,0.661,0.6875,17655212.3154,52.9243,44.2602,0.661,0.6907,24076910.7473,50.3302,37.093
22.1019,1.5335,0.6664,0.6857,4309358.0811,48.0248,88.9635,0.6617,0.6927,18115326.1766,52.3857,58.0903,0.6617,0.6958,24882629.2651,50.5558,50.5544
22.9853,1.5465,0.6604,0.6871,4435607.3461,49.3481,57.0683,0.6558,0.6938,17961043.302,52.6493,40.672,0.6558,0.6969,24943317.5775,50.376,35.6336
30.1608,1.4077,0.6574,0.6738,4527832.2315,49.8085,67.3803,0.6532,0.6818,17326049.2394,52.8452,39.2547,0.6532,0.6858,24478068.7782,50.4842,32.5299
24.8737,1.4208,0.6623,0.6752,4706418.2639,49.9944,128.8266,0.6569,0.6829,17302356.6885,52.2639,63.326,0.6569,0.6871,24990227.6855,50.5988,52.2333
23.4695,1.4921,0.6699,0.6818,4334882.7014,48.9829,145.9386,0.6653,0.6893,18104924.7189,52.6614,74.317,0.6653,0.6927,25022001.4224,50.3862,61.6987
21.5809,1.5288,0.6722,0.6854,4423794.0459,47.0797,142.4142,0.6676,0.6918,16894379.1955,52.3725,83.2266,0.6676,0.6951,24171051.1442,50.5442,69.8367
21.4584,1.5991,0.6691,0.6921,4566952.6996,49.3266,74.7933,0.6658,0.6983,18418951.1177,52.471,54.2831,0.6658,0.7011,25336919.9862,50.4448,47.6845
27.4411,1.4753,0.6609,0.6801,4184146.7589,49.0173,62.6547,0.656,0.6876,17623678.3705,52.9173,39.1824,0.656,0.6913,24839048.256,50.6691,33.3096
28.2856,1.4923,0.6669,0.6818,4319012.8332,49.0168,77.8826,0.6625,0.6894,18346417.5786,52.0734,43.822,0.6625,0.6926,24930258.0797,50.9322,38.0125
22.6908,1.5676,0.6625,0.6891,4411927.4947,47.7617,55.4296,0.657,0.6956,18133803.6306,52.4893,39.9383,0.657,0.699,26036408.4718,50.9528,35.365
29.5237,1.5933,0.6752,0.6914,4174085.4441,48.2288,58.45,0.6697,0.6977,18154913.3239,52.7441,35.0893,0.6697,0.7008,25614781.853,50.9383,30.3354
20.5469,1.4586,0.6593,0.6787,4464062.3792,49.1713,113.2044,0.6557,0.6861,17333504.8972,52.3843,73.8797,0.6557,0.6898,24507956.9417,50.6133,62.9949
26.1554,1.556,0.6653,0.688,4447488.6389,47.7348,51.4567,0.6615,0.6945,17904871.7846,52.6587,37.6026,0.6615,0.6977,25198965.9595,50.108,32.2944
20.6152,1.6184,0.6621,0.694,4475426.697,48.7516,52.1731,0.6572,0.6998,18113961.6431,52.2976,39.7616,0.6572,0.7027,25602517.6154,50.1771,35.4137
23.4363,1.4856,0.6616,0.6811,4249529.4593,47.3213,80.1959,0.6567,0.6887,17958738.3729,52.6215,52.3085,0.6567,0.6922,25090461.6672,50.8055,45.0697
28.0107,1.5054,0.6639,0.6832,4537147.894,48.9847,58.3951,0.6585,0.69,17281881.5577,52.4063,36.3775,0.6585,0.6933,24130853.8123,50.3644,31.3441
22.1696,1.5171,0.657,0.6842,4409384.4597,48.3275,59.8389,0.6523,0.6909,17085375.3713,52.9105,44.2064,0.6523,0.6944,24635239.7722,50.4764,38.2056
22.411,1.5436,0.6689,0.6867,4337392.3223,49.5335,98.1443,0.6634,0.6932,17321246.7806,52.5601,58.9145,0.6634,0.6967,25072590.2423,50.6069,50.3163
21.4334,1.5212,0.6561,0.6846,4453494.8412,48.5579,60.344,0.6525,0.6916,17791359.7781,52.0592,45.6667,0.6525,0.6948,24774963.3775,50.8796,40.8885
21.3296,1.61,0.6733,0.6932,4590833.1679,47.0749,84.6612,0.6685,0.6987,17202242.1817,52.6158,59.8722,0.6685,0.7014,23728002.7902,50.9012,52.9376
21.876,1.4523,0.6463,0.678,4322802.1445,48.0079,53.2141,0.6423,0.6852,16630971.8671,52.7286,41.6226,0.6423,0.6891,24134254.3506,50.6005,36.1907
23.0059,1.4428,0.6611,0.6771,4405721.66,47.363,108.9611,0.6575,0.6851,18007991.2601,52.5599,67.8675,0.6575,0.6888,25031073.3628,50.8391,57.3374
27.162,1.4173,0.6524,0.6748,4529187.1422,48.2217,55.297,0.6475,0.6825,17210908.3249,52.155,36.3772,0.6475,0.6861,23619784.7644,50.9046,31.975
22.1696,1.6246,0.6665,0.6945,4379171.0537,47.6734,51.7047,0.6614,0.7001,17537341.7248,52.9311,39.5346,0.6614,0.7028,24453957.8354,50.6583,35.1008
24.2759,1.5898,0.6658,0.6911,4257755.6356,47.7938,50.5777,0.6615,0.6975,18324210.2444,52.2844,37.2404,0.6615,0.7006,25814546.1362,50.0502,32.5583
24.4421,1.5524,0.6632,0.6876,4486954.5392,47.6075,53.5952,0.6592,0.6944,18386194.4684,52.9901,39.993,0.6592,0.6973,24814392.2872,50.3536,34.8349
24.7715,1.5049,0.6708,0.6831,4441302.0907,49.7963,127.6525,0.6665,0.6905,18331735.4718,52.7133,66.0503,0.6665,0.6939,25566746.392,50.3217,54.5568
21.9737,1.5684,0.6733,0.689,4169063.7087,47.3859,109.855,0.6681,0.6952,17101898.4155,52.8148,67.5926,0.6681,0.698,23473770.6827,50.0798,57.6049
20.4056,1.4007,0.6351,0.673,4242384.2456,48.8249,51.5836,0.6301,0.6812,17322373.1869,52.1557,38.8151,0.6301,0.6855,24853626.8101,50.6941,34.4969
21.376,1.4189,0.6501,0.6749,4504298.7175,49.9921,81.8397,0.6461,0.6834,18527727.4174,52.1172,54.192,0.6461,0.6872,25500300.9792,50.8716,47.6088
21.2607,1.5075,0.6694,0.6835,4663506.0594,47.7117,141.8195,0.6652,0.6907,18422524.974,52.3946,82.4877,0.6652,0.6943,26026257.458,50.3401,68.7631
26.4058,1.4052,0.6483,0.6734,4223729.9245,49.0766,52.2649,0.6437,0.6816,17418293.8543,52.6343,35.4463,0.6437,0.6854,24118964.4743,50.2456,30.4483
22.7248,1.4643,0.6515,0.679,4128844.615,48.7584,59.3789,0.6466,0.6865,17331928.3651,52.484,42.0089,0.6466,0.6902,24500160.0812,50.124,36.3396
21.4586,1.4769,0.6589,0.6804,4379719.8874,49.9556,91.8426,0.6547,0.6875,17205489.3246,52.2558,60.0939,0.6547,0.6911,24249308.947,50.4657,51.8785
20.5482,1.4771,0.6576,0.6804,4336980.9977,47.1705,87.3501,0.6536,0.6878,17690961.411,52.5177,62.5878,0.6536,0.6915,24971881.0953,50.1722,53.4525
24.8249,1.6077,0.6727,0.6928,4166331.9744,47.645,62.8371,0.668,0.6987,17553934.4214,52.7267,43.5853,0.668,0.7013,23942752.3363,50.8642,38.5231
29.2174,1.4107,0.6617,0.674,4396596.6759,48.0659,94.7377,0.6561,0.6818,16972860.8993,52.0141,46.711,0.6561,0.6856,23689183.4568,50.2217,38.9575
23.4681,1.611,0.6683,0.6932,4368773.8875,49.1283,56.0302,0.6632,0.6986,16725259.6944,52.6665,40.0311,0.6632,0.7014,23640931.8453,50.9488,35.6561
23.248,1.5564,0.6659,0.688,4455284.0702,47.7933,67.0866,0.6614,0.6946,17933568.9196,52.8964,47.4353,0.6614,0.6973,24216322.0892,50.9994,41.884
23.2076,1.4479,0.6645,0.6776,4357557.4664,49.9931,142.8186,0.6605,0.6856,18159143.571,52.5638,74.8925,0.6605,0.6894,25318407.9717,50.2577,61.639
29.3811,1.4111,0.6602,0.6743,4695802.8109,47.7477,80.6275,0.6551,0.6822,17582700.325,52.6555,43.8888,0.6551,0.6858,24039854.8668,50.978,37.173
23.6175,1.5417,0.6733,0.6867,4586107.828,49.1602,121.4244,0.6685,0.693,17308321.9324,52.1166,67.1934,0.6685,0.6963,24532389.9026,50.5024,56.977
20.1862,1.4229,0.6432,0.6752,4339942.106,47.6725,62.9971,0.6386,0.6836,18247962.503,52.0919,46.7228,0.6386,0.687,24470836.7425,50.7716,42.0106
23.7191,1.6125,0.6674,0.6934,4467546.5543,48.6442,51.248,0.6628,0.6992,17846696.8051,52.5829,37.7603,0.6628,0.702,24800093.2823,50.4514,33.4167
21.7048,1.4114,0.6473,0.6741,4376437.5974,49.6522,72.2563,0.642,0.6818,16815968.9318,52.7783,48.8572,0.642,0.6858,23926898.3759,50.9069,42.4159
22.6572,1.5764,0.6633,0.6898,4207083.4053,48.4534,56.377,0.6583,0.6964,18258311.5034,52.6469,40.4775,0.6583,0.6993,25302325.5185,50.6219,35.8064
24.3557,1.5751,0.6689,0.6897,4347040.5209,47.7413,64.3696,0.6636,0.6961,17874299.3348,52.7687,43.438,0.6636,0.6992,25194452.2733,50.8288,37.8807
22.2182,1.4518,0.6502,0.6781,4533966.377,49.8852,63.5249,0.6448,0.6857,17721917.9123,52.7014,43.2844,0.6448,0.6897,25289121.3918,50.4837,37.4152
26.7316,1.415,0.6609,0.6745,4447353.8224,49.9042,105.6492,0.6562,0.6823,17226464.544,52.5097,55.1898,0.6562,0.6863,24375707.7586,50.4831,45.5821
20.7601,1.4059,0.6575,0.6734,4145216.5877,48.8416,143.6312,0.6527,0.682,17978374.5759,52.3974,79.8226,0.6527,0.6859,24906810.4282,50.054,66.6362
20.8891,1.5148,0.6566,0.6839,4300647.5058,48.8753,67.7882,0.6528,0.6914,18519176.0027,52.0733,49.2802,0.6528,0.6945,25178564.3726,50.0944,43.467
25.5984,1.5098,0.6628,0.6834,4153700.5956,47.7611,62.6403,0.6575,0.6905,17662586.4738,52.6129,40.8965,0.6575,0.6938,24422134.5687,50.8748,35.7251
28.1451,1.5942,0.6737,0.6916,4354812.1747,47.3442,56.4825,0.669,0.6977,17787306.3016,52.4386,37.3722,0.669,0.7004,24542158.9297,50.6911,32.695
31.4595,1.5255,0.6693,0.685,4382486.5058,49.1811,58.075,0.6657,0.6918,17602907.1407,52.8002,36.0695,0.6657,0.6952,24765235.7142,50.6097,30.3815
30.2718,1.482,0.6652,0.6809,4540056.6402,47.0297,61.3914,0.6606,0.6878,16920642.9998,52.6613,38.339,0.6606,0.6913,23792120.2872,50.266,32.1436
25.3674,1.4465,0.6573,0.6774,4364405.8765,49.932,72.7706,0.6529,0.6852,17658112.757,52.681,45.5937,0.6529,0.689,24822791.6357,50.942,39.1125
26.0929,1.58,0.672,0.6903,4416999.6889,49.729,68.3119,0.6665,0.6963,17432809.4408,52.2983,41.6757,0.6665,0.6991,23995082.4271,50.0885,36.2028
21.8104,1.4495,0.6457,0.6779,4579949.5575,48.3576,53.2464,0.6409,0.6852,17074131.218,52.077,39.6149,0.6409,0.6887,23652522.3831,50.7406,35.4975
20.0581,1.6106,0.6685,0.6932,4516875.3372,47.3482,73.9276,0.6646,0.6991,18058114.6955,52.4326,56.6275,0.6646,0.7018,24891079.4062,50.3953,50.0806
24.4562,1.4311,0.6547,0.676,4370298.6683,48.7021,72.3564,0.6504,0.6841,17865341.3609,52.8114,47.4716,0.6504,0.6881,25370557.7874,50.694,40.2652
29.3627,1.4672,0.6599,0.6796,4609275.4239,48.9143,53.7182,0.6565,0.6868,17392574.5067,52.9917,36.426,0.6565,0.6901,23810492.9699,50.302,30.8578
27.0382,1.4881,0.6654,0.6814,4380643.3837,49.5235,79.6504,0.6619,0.6884,17073880.8794,52.3628,49.1398,0.6619,0.6918,23810371.9371,50.4873,41.6837
28.7671,1.4127,0.6551,0.6742,4398700.9296,47.9595,58.9814,0.651,0.6823,17429971.6844,52.0,37.6764,0.651,0.6859,23942976.0147,50.1287,32.2342
20.168,1.5053,0.6556,0.6831,4414065.6937,47.6515,70.9535,0.6506,0.6901,17555757.6929,52.7648,52.2942,0.6506,0.6934,24472554.3487,50.6668,45.8819
24.3251,1.5013,0.6625,0.6828,4514152.665,47.8639,71.5443,0.6584,0.6897,17456872.4853,52.2698,48.559,0.6584,0.6931,24436764.6342,50.7938,42.242
29.431,1.4285,0.6614,0.6758,4522508.5206,48.3951,77.8804,0.6562,0.6838,17873866.8688,52.1397,41.7041,0.6562,0.688,25513874.9728,50.0349,34.4498
22.2022,1.5665,0.6628,0.6891,4651232.6689,49.9355,61.8665,0.6587,0.6951,17243440.7699,52.5574,45.0127,0.6587,0.6979,23600086.9412,50.9877,40.2972
28.3095,1.547,0.6702,0.6871,4422055.0285,49.0703,64.2739,0.6647,0.6936,17573642.5262,52.1858,37.8798,0.6647,0.6967,24402750.1539,50.9139,33.1875
26.7625,1.603,0.6715,0.6924,4271855.993,47.1298,51.2792,0.6663,0.6983,17629779.7093,52.9316,35.8162,0.6663,0.7011,24502668.8098,50.8723,31.4262
23.3293,1.446,0.6606,0.6774,4337871.5483,49.3574,105.0695,0.6558,0.6852,17754611.8789,52.2524,60.271,0.6558,0.6892,25313000.5831,50.8022,51.1626
28.626,1.4421,0.6596,0.677,4300504.8448,49.3076,67.024,0.6556,0.6851,18025773.2536,52.9491,40.7775,0.6556,0.689,25553343.2957,50.2743,33.725
20.4348,1.5226,0.6523,0.6848,4461995.4492,49.0512,56.6853,0.6488,0.6921,18610366.179,52.5846,44.0231,0.6488,0.6951,25127311.0242,50.9042,39.5229
25.0931,1.5024,0.667,0.6829,4573155.3523,48.5024,90.2512,0.6614,0.6899,17664014.0587,52.5247,51.6369,0.6614,0.6932,24355143.583,50.2522,43.9478
22.9592,1.5834,0.6679,0.6905,4343099.9007,48.9024,66.9088,0.6629,0.6962,16622031.3735,52.306,46.192,0.6629,0.699,23178595.4144,50.4835,40.8397
28.8177,1.4292,0.6637,0.6758,4344874.343,47.1514,96.29,0.6603,0.684,18036993.5958,52.5126,52.9065,0.6603,0.6874,24364679.4104,50.2709,43.8074
22.7164,1.4498,0.6521,0.6777,4230651.3261,49.4471,67.087,0.6486,0.6853,17266378.3949,52.2191,47.4462,0.6486,0.6891,24421811.4218,50.4066,41.1425
20.8468,1.6625,0.6674,0.6982,4484018.4519,49.3249,51.8591,0.6638,0.7035,18135713.9834,52.632,41.3485,0.6638,0.7058,24543214.5709,50.9348,37.6028
29.0265,1.4342,0.6672,0.6765,4691449.3127,47.7234,127.208,0.662,0.6839,17151161.6957,52.9992,57.2829,0.662,0.6876,23896906.3818,50.6667,46.4608
21.4406,1.5296,0.6703,0.6855,4520073.5644,49.4506,129.6105,0.6668,0.6922,17605370.0792,52.8995,80.3741,0.6668,0.6957,25260751.8267,50.0523,66.0423
25.0197,1.4874,0.6571,0.6813,4233630.2344,49.0838,56.6911,0.6529,0.6883,16993283.0596,52.3435,39.5813,0.6529,0.692,24341598.283,50.5889,34.3623
22.7982,1.4338,0.6587,0.6762,4365632.4098,48.5995,103.7017,0.6541,0.6844,18004637.3497,52.0299,61.5135,0.6541,0.6878,24359860.5357,50.5962,53.3065
20.3016,1.5598,0.6532,0.6882,4153007.8598,48.8063,50.1179,0.6485,0.6948,17796637.2125,52.7021,38.9855,0.6485,0.6979,24880683.8825,50.7634,34.9026
20.2769,1.5014,0.6538,0.6827,4316616.9021,49.4606,69.1501,0.6483,0.6895,17079199.3412,52.2969,48.3701,0.6483,0.693,24091230.7223,50.6438,42.8929
20.1004,1.5182,0.6694,0.6843,4343354.7496,48.2663,148.7881,0.6641,0.6914,17922061.2649,52.3994,83.7202,0.6641,0.6947,24964373.3034,50.2502,70.9464
24.0707,1.4805,0.6666,0.6805,4096533.6938,49.8469,118.9429,0.6629,0.6882,17948135.1034,52.172,66.1314,0.6629,0.692,25409876.3898,50.6391,55.479
25.7251,1.4542,0.6566,0.6782,4419200.9447,48.5601,62.5728,0.651,0.6856,17187307.8913,52.9135,40.3609,0.651,0.6892,24023147.3715,50.2859,34.3834
26.7042,1.5363,0.6732,0.6861,4463233.3796,48.9755,99.0834,0.6689,0.6924,16854517.6848,52.3389,55.8715,0.6689,0.6959,24555500.511,50.2181,46.1537
25.8173,1.5022,0.6694,0.6828,4488953.5574,49.0778,104.1858,0.6651,0.6902,18186590.6075,52.0436,56.8921,0.6651,0.6933,24719229.7256,50.301,48.4434
30.9515,1.4359,0.6578,0.6763,4156592.8623,48.7271,53.0444,0.6532,0.6844,17685821.3568,52.2069,32.2052,0.6532,0.6881,24689583.3797,50.6155,27.6112
21.5345,1.6145,0.6718,0.6937,4671302.7975,47.2313,74.25,0.6679,0.6993,17569423.5184,52.8857,56.0781,0.6679,0.7021,24891184.6442,50.4398,48.5483
20.4209,1.4461,0.6575,0.6774,4408897.1967,47.9148,108.697,0.6531,0.6853,17767762.1197,52.9602,71.549,0.6531,0.6891,24989987.2278,50.3451,60.1302
31.0777,1.4936,0.6689,0.6821,4590030.4223,49.186,74.4711,0.6635,0.6893,17927463.381,52.3516,38.3133,0.6635,0.6926,24722977.9534,50.2655,32.2903
29.7168,1.5424,0.6695,0.6866,4296857.4744,47.0379,55.3703,0.6647,0.6931,17383630.0431,52.0869,35.1596,0.6647,0.6965,24783788.9945,50.1338,30.0171
22.5663,1.5309,0.6672,0.6855,4276389.1969,49.4067,94.427,0.6621,0.6924,17836378.8669,52.1253,57.2009,0.6621,0.6957,24968175.1422,50.4209,49.5121
20.8478,1.4064,0.6554,0.6737,4523954.2585,47.3813,117.3533,0.6514,0.6817,17384728.3296,52.3599,75.8641,0.6514,0.6854,23981050.0478,50.4151,64.4326
22.2519,1.5614,0.6706,0.6884,4338232.175,47.4182,92.912,0.6657,0.6951,18130577.6695,52.4714,59.7448,0.6657,0.6981,25095197.4142,50.6303,51.8507
20.205,1.4379,0.6448,0.6767,4450316.2488,49.6016,65.1814,0.6399,0.6846,17862471.8135,52.2643,46.3649,0.6399,0.6885,25213991.7485,50.4724,40.7775
20.3276,1.4673,0.6583,0.6796,4593996.7666,49.2345,102.4607,0.6529,0.6866,17001322.1799,52.3832,65.3872,0.6529,0.6905,24488504.7327,50.8693,56.4923
25.4797,1.625,0.6749,0.6945,4317344.777,48.3175,61.243,0.6698,0.7003,17966089.496,52.162,40.5458,0.6698,0.7028,24538462.4293,50.727,36.1782
24.077,1.5796,0.6746,0.6902,4408643.7208,49.7079,96.3536,0.6698,0.6964,17750215.5651,52.5116,56.8709,0.6698,0.6994,24794378.2249,50.3947,48.6841
24.7143,1.455,0.6577,0.6785,4695329.1714,49.1406,72.1074,0.6532,0.6863,18247309.4544,52.1154,45.9523,0.6532,0.6899,25214579.2743,50.8188,40.0663
27.1533,1.4095,0.6558,0.6739,4376873.298,49.7253,73.707,0.6501,0.6818,17116162.9649,52.9864,42.4894,0.6501,0.6856,23930821.4008,50.8702,36.0352
23.8663,1.5955,0.6701,0.6918,4504706.1655,49.7117,65.6162,0.6657,0.6975,17084776.1348,52.5233,45.3351,0.6657,0.7003,24081233.974,50.0595,39.259
21.9158,1.4756,0.6532,0.6804,4715121.4146,49.6393,65.3885,0.649,0.688,18310434.8561,52.6524,46.4589,0.649,0.6915,25270535.0811,50.7144,40.6948
20.3036,1.5326,0.6608,0.6857,4478056.5208,49.8329,81.1338,0.6564,0.6927,18269350.5813,52.7215,56.2505,0.6564,0.6962,25837489.1211,50.5636,48.8166
28.3403,1.4109,0.6642,0.6741,4532558.4758,48.4115,128.641,0.6606,0.6829,18760879.3696,52.132,59.6871,0.6606,0.6867,25689529.7419,50.9824,49.416
27.1119,1.4614,0.663,0.6788,4280431.3585,48.011,79.2977,0.6578,0.6868,18259502.4454,52.7179,45.3519,0.6578,0.6903,25094916.7223,50.1631,38.092
26.771,1.5903,0.6694,0.6914,4670864.802,49.8713,52.036,0.6654,0.6973,17816155.731,52.5799,36.1449,0.6654,0.7004,25143901.5293,50.0404,31.1297
31.5092,1.5154,0.6721,0.684,4343139.0185,49.7526,80.1637,0.6669,0.6912,18134198.1338,52.3393,39.3764,0.6669,0.6944,24742395.6106,50.5047,33.3974
31.3815,1.4171,0.6668,0.6747,4495646.8779,49.6824,136.6874,0.6621,0.6827,17587383.6803,52.3524,52.9677,0.6621,0.6869,25153238.3818,50.9625,42.4983
27.9977,1.4172,0.6562,0.6746,4274941.182,47.1003,63.924,0.6528,0.6828,17756108.8774,52.4493,42.2113,0.6528,0.6866,24498281.5726,50.4452,35.7674
22.8968,1.5459,0.6745,0.687,4538288.1289,47.1441,132.391,0.6694,0.6934,17372830.0531,52.4338,73.5396,0.6694,0.6968,24870461.1671,50.5684,61.6633
22.3924,1.604,0.6658,0.6926,4497739.5407,49.0978,56.4242,0.6621,0.6982,17163680.489,52.8523,43.4615,0.6621,0.7008,23659257.1678,50.8064,38.6343
20.7125,1.4271,0.6446,0.6755,4274568.6542,49.3971,64.7896,0.6395,0.6837,17824134.3913,52.8881,46.0811,0.6395,0.6874,24702960.2356,50.2963,39.9623
28.478,1.4193,0.6615,0.675,4680229.8888,49.6937,92.346,0.657,0.683,17737451.9057,52.7168,48.945,0.657,0.6869,24871997.3714,50.3424,40.1806
25.8691,1.4059,0.6482,0.6736,4391040.3137,48.6104,53.3219,0.6427,0.6818,17651617.3054,52.8898,35.6544,0.6427,0.6857,24559304.1578,50.0827,30.3611
21.0974,1.4438,0.6579,0.6773,4522974.2267,48.0053,105.2054,0.6523,0.6856,18679240.1644,52.0108,63.2634,0.6523,0.6893,25865194.243,50.167,54.2811
29.6422,1.5176,0.6746,0.6843,4452212.1152,47.7087,108.82,0.6692,0.6909,17130824.5532,52.3675,50.5704,0.6692,0.6939,23401423.9688,50.2927,42.3469
20.6033,1.4296,0.6407,0.6758,4339371.6924,49.6672,55.5909,0.6364,0.6838,17637754.3587,52.4309,41.5748,0.6364,0.6876,24665667.9481,50.4213,36.6422
20.1065,1.458,0.6595,0.6787,4667911.8005,47.6227,115.0316,0.6549,0.6865,18320500.0805,52.5599,73.8983,0.6549,0.69,24907426.5107,50.3795,63.3406
24.7344,1.5608,0.6663,0.6883,4240621.6667,49.9933,62.3349,0.6617,0.6943,16552026.3117,52.7589,42.3272,0.6617,0.6974,23570409.6012,50.3302,36.5289
22.3,1.4517,0.6623,0.678,4392302.8916,49.934,125.0755,0.6574,0.6857,17806549.6202,52.7754,69.5369,0.6574,0.6896,25224616.5254,50.5518,58.002
22.9882,1.5419,0.6679,0.6866,4398061.8416,49.7793,88.7677,0.6624,0.6933,17778429.852,52.2554,53.2917,0.6624,0.6961,24029360.1244,50.0444,46.3432
22.0522,1.5865,0.6688,0.6908,4298176.0405,47.1802,72.0143,0.6637,0.6967,17084069.2515,52.3016,50.8319,0.6637,0.6997,24196204.8383,50.4709,44.6339
26.0338,1.5056,0.6628,0.6831,4314600.8468,49.0925,63.9601,0.6587,0.69,17356461.9043,52.1504,42.0907,0.6587,0.6934,24355608.4711,50.0524,36.1271
31.0512,1.5684,0.6735,0.689,4123491.8826,49.616,58.9025,0.6694,0.6951,16838362.8065,52.2751,35.8093,0.6694,0.698,23632367.4829,50.7002,30.9194
21.6377,1.4788,0.6473,0.6806,4453296.0314,48.792,50.7378,0.6428,0.6876,17027750.7755,52.6012,38.8125,0.6428,0.6911,23897080.649,50.4642,34.2288
29.546,1.411,0.6647,0.6742,4667071.6665,48.8918,124.9163,0.6605,0.6821,17447803.161,52.5361,57.0658,0.6605,0.686,24361478.1816,50.8326,46.406
20.5445,1.404,0.6421,0.6734,4444496.2959,49.9183,66.816,0.6378,0.682,18233993.833,52.2876,47.4038,0.6378,0.6862,25749686.3871,50.2438,41.1647
20.0654,1.4419,0.6425,0.6771,4465482.5274,47.8378,56.7383,0.6388,0.685,17949360.1607,52.5072,44.9544,0.6388,0.6888,25172506.055,50.1748,39.2557
20.0251,1.5728,0.6554,0.6895,4337387.5348,48.3755,52.0394,0.6513,0.6956,17152947.4857,52.114,41.5128,0.6513,0.6984,23648345.4499,50.6162,37.657
21.2975,1.5678,0.661,0.689,4257951.2691,49.4452,61.2727,0.6558,0.6952,17239796.2688,52.4072,43.837,0.6558,0.6982,24218331.6765,50.2047,38.6548
22.3878,1.6146,0.6707,0.6936,4467152.2078,47.3588,65.0768,0.6658,0.6995,18192848.626,52.2657,46.6426,0.6658,0.7023,25180772.5291,50.2546,41.1542
27.5218,1.5322,0.6666,0.6858,4559350.8005,47.6773,57.7704,0.6623,0.6927,18211109.6425,52.2318,38.3757,0.6623,0.6959,25339263.2503,50.6628,33.3526
20.1033,1.6474,0.6662,0.6967,4343437.4568,47.8374,55.3578,0.6616,0.7018,17033512.5803,52.0193,43.5848,0.6616,0.7046,24476990.4548,50.0804,38.9741
