Phi(固含量),d50(中位径_um),sigma(几何标准差),Emix(混合功_J),Temp(温度_C),Tau0(屈服应力_Pa)
0.659,23.5188,1.4575,25273920.4292,50.9637,54.9247
0.6552,21.777,1.4688,25327166.4351,50.456,52.0523
0.6652,20.0422,1.5505,4451968.0885,49.3148,93.3697
0.6513,26.1725,1.4675,23559781.0292,50.0034,31.9661
0.6677,30.8024,1.5431,24312573.3774,50.1279,31.9476
0.6512,24.603,1.4662,24197841.3833,50.2526,36.0918
0.65,28.2402,1.4052,23840263.1549,50.3917,33.4622
0.6666,20.1294,1.6185,4621342.8287,47.4085,64.4242
0.6608,22.1879,1.5129,4493226.7407,48.7009,74.1337
0.6573,21.9275,1.5601,4186637.0178,49.4386,51.274
0.668,20.7476,1.5599,24515534.0348,50.3985,66.4757
0.6417,20.2915,1.45,24936329.3601,50.4317,41.1528
0.6403,21.6395,1.4303,24382599.7712,50.2282,37.1072
0.6675,25.3933,1.6249,23591527.5229,50.4394,33.475
0.6635,28.6657,1.4681,4274830.1357,47.033,68.2023
0.6617,31.1795,1.4563,4618461.875,48.1581,56.6866
0.6673,22.5812,1.6168,4175671.5828,49.0477,55.8061
0.6563,29.5727,1.4341,4228991.7009,47.7582,52.1282
0.6738,29.6412,1.5773,4648969.5214,47.2629,57.3375
0.6699,29.6588,1.5329,23788673.644,50.0622,40.2031
0.6608,31.8409,1.4549,4339484.7208,47.7484,51.6481
0.6595,25.4441,1.4657,4299668.968,49.6045,72.0986
0.6587,21.2174,1.487,4105874.9208,47.5495,83.078
0.6589,23.4349,1.5367,4709269.149,48.4754,52.5173
0.6645,23.6513,1.572,24622375.4292,50.3986,41.9952
0.6628,30.5055,1.46,25315827.3419,50.9526,37.9706
0.6516,21.6468,1.5464,25041508.934,50.1443,34.8574
0.6518,20.6191,1.4931,4340492.6135,47.0807,60.3543
0.6658,20.7989,1.5538,4295309.3558,49.8576,88.8911
0.6404,20.9793,1.4592,24295179.092,50.8873,36.4745
0.6667,25.9196,1.4882,4356048.2596,47.7727,92.0037
0.6593,20.8567,1.5651,4570601.1583,48.5224,58.4147
0.6694,31.4216,1.5543,25316738.1242,50.6559,31.3533
0.6682,22.359,1.5089,4290729.8799,49.8287,122.3939
0.6586,24.3364,1.441,4447815.9578,49.1112,87.0054
0.6508,20.8993,1.472,23812547.9196,50.1425,48.3585
0.6583,24.1971,1.5005,24999788.4362,50.9121,42.4169
0.6418,20.4511,1.4509,4101402.3831,48.2485,51.93
0.6607,21.0151,1.56,4443866.5622,49.3929,64.4995
0.6693,30.9796,1.5134,23496947.5234,50.5771,40.083
0.6578,27.5871,1.4731,25953681.7642,50.8495,35.2091
0.6663,30.5378,1.4812,24723649.1458,50.952,40.8752
0.6499,21.4365,1.5091,24361502.2025,50.7563,39.2967
0.6619,30.8091,1.4658,4477873.1135,49.8902,57.1464
0.6475,20.5606,1.4878,4369578.1791,47.0309,52.2545
0.6694,30.5148,1.5398,25521426.3631,50.5112,35.2283
0.6562,27.91,1.4808,24224712.8506,50.3732,31.8334
0.6678,28.6747,1.4412,4363419.8226,47.4882,131.9153
0.6653,21.2512,1.5573,24091502.5676,50.0898,57.1992
0.6588,20.306,1.4832,25274373.2829,50.155,64.4744
0.6501,20.4008,1.5115,4461976.4713,48.7403,54.6617
0.6654,29.6568,1.4369,4250270.9265,49.9487,106.1419
0.6635,22.3069,1.5698,4421076.6971,49.7648,62.492
0.6661,29.0711,1.4708,4413652.6282,47.7717,80.1085
0.6742,24.9108,1.5995,4487789.2212,49.8219,75.5306
0.6519,27.0108,1.4505,24387378.2756,50.0829,32.3487
0.6519,21.4857,1.4416,4205289.8435,48.1996,75.5908
0.6426,22.8359,1.468,24628703.3712,50.3334,31.429
0.6734,21.919,1.6079,4557720.6632,48.3473,84.6691
0.6638,20.7754,1.4699,4332781.8141,48.6236,135.5186
0.6619,26.5151,1.4362,24484968.9579,50.1455,53.6235
0.6629,26.1892,1.4129,4442330.2213,49.2176,131.9882
0.6439,20.9302,1.4103,4393607.4051,47.7853,64.2957
0.6622,28.9792,1.5255,25846698.3258,50.825,30.73
0.6572,23.3053,1.524,25510658.3848,50.6158,39.5865
0.6577,20.6545,1.5156,23816485.4697,50.7024,54.3284
0.6686,25.2065,1.5893,24322294.9101,50.3712,40.6931
0.6612,31.2919,1.4137,4586232.8982,49.4797,78.8721
0.6667,27.2471,1.4817,4240001.0223,48.6351,90.1075
0.667,29.0869,1.4351,4570251.8203,47.3043,122.8987
0.658,28.9768,1.4562,4465735.7584,49.0585,53.1254
0.6675,21.5252,1.5465,24317075.4983,50.871,64.8324
0.652,26.9778,1.4762,23934790.5842,50.7603,30.1419
0.6636,25.8916,1.5376,25139490.6901,50.3748,38.678
0.6509,23.8141,1.5003,26189603.9986,50.9697,33.3532
0.6627,29.9138,1.4635,23294024.6334,50.916,40.1678
0.66,23.8095,1.443,4167154.4358,48.7659,98.4473
0.6592,25.4081,1.4564,4454552.9024,47.9166,72.541
0.6604,24.0105,1.4404,25233952.4826,50.4889,59.5268
0.6641,23.9998,1.477,4109508.6387,47.6674,97.1678
0.6437,22.9208,1.4018,24837539.7656,50.5835,40.8989
0.6656,21.5899,1.5956,4577833.9515,48.914,62.4672
0.6578,21.4412,1.5442,4408426.9165,48.313,57.4188
0.6718,23.7574,1.5022,4721638.8848,47.3739,145.4954
0.666,30.7316,1.5218,25288622.4765,50.8483,32.7585
0.6518,26.4938,1.4188,25558751.0412,50.8854,37.8682
0.6611,28.9183,1.4264,23504837.9015,50.5143,46.8298
0.6639,30.1783,1.4978,3948718.595,47.7618,52.478
0.6587,23.9543,1.5002,4295692.7243,47.2874,59.6226
0.6535,20.739,1.4224,24711566.8298,50.9959,66.2247
0.6694,25.2979,1.5599,4506214.1148,49.3201,70.2804
0.6616,20.7543,1.5991,24887387.3627,50.1069,43.6303
0.6614,24.9127,1.4903,4372316.344,47.1286,67.5429
0.6649,20.9875,1.605,4295908.3822,49.0763,61.451
0.661,26.6563,1.4916,4439465.1412,47.559,57.68
0.6405,24.3822,1.4187,24871320.9671,50.5612,30.7264
0.6571,23.6068,1.4503,4294590.4519,47.2168,76.3091
0.6648,31.7379,1.4596,25393309.8303,50.1689,37.8257
0.6749,25.4243,1.6094,4576381.6908,47.3052,66.3155
0.6556,20.9136,1.5248,25164388.2025,50.3652,46.3514
0.6555,25.8691,1.4556,24954809.413,50.446,39.4837
0.6696,24.3399,1.5798,25831606.615,50.0754,46.1152
0.6643,27.5864,1.5725,23763317.9339,50.3259,30.8724
0.6658,24.9694,1.5448,4365620.7078,47.8702,62.2576
0.6613,31.7025,1.487,24258119.3932,50.1494,29.2247
0.6479,25.8845,1.4005,4606361.2555,47.3757,52.1577
0.6624,25.7622,1.54,4132885.2308,49.9937,52.9725
0.6592,29.826,1.482,24214197.9403,50.2916,31.102
0.6623,30.2456,1.4584,24559210.3977,50.8269,38.4073
0.6661,21.4426,1.5523,24186009.7735,50.2593,59.2399
0.6586,25.7287,1.4993,24972431.9831,50.2272,37.6684
0.6593,21.9072,1.4313,4425719.4577,49.1612,120.3589
0.6583,27.8807,1.467,4543009.401,48.9222,54.2509
0.6603,21.2962,1.5028,25118069.6921,50.3083,57.7492
0.6392,23.3712,1.4254,24782099.008,50.6003,31.4513
0.644,25.4971,1.4297,24382914.2017,50.4007,30.1895
0.6684,21.3715,1.6317,4076400.7164,48.3281,59.5784
0.6669,25.7619,1.4912,4315644.5963,47.781,92.2337
0.6636,26.6369,1.4715,23651637.692,50.4739,49.9685
0.6621,30.6627,1.4197,4437563.2514,47.1472,79.9711
0.6643,26.5765,1.4479,4510578.2047,49.2071,104.3792
0.654,20.8511,1.474,4355124.9957,48.6378,74.655
0.6639,20.0406,1.6594,24679191.3092,50.455,40.8885
0.6487,23.7673,1.4486,4339945.519,49.4789,52.5409
0.6497,20.1641,1.5004,4150631.315,48.9937,58.6424
0.6541,27.5606,1.4324,4590210.8293,48.3805,53.8316
0.6549,21.6011,1.5369,24700697.2369,50.5882,40.8668
0.6706,20.3736,1.6238,4324788.8658,49.3505,77.8466
0.6737,24.3399,1.5798,4721582.9201,48.2436,84.3937
0.6574,26.7783,1.4278,4382754.2536,49.0917,72.8904
0.6587,24.1117,1.4026,4428468.535,49.3733,119.8647
0.6706,26.0286,1.5382,4445355.1784,49.1586,83.9792
0.6724,24.8147,1.5792,4553327.7756,48.8364,76.041
0.6495,20.0117,1.5295,23686466.7861,50.9543,41.7852
0.6521,25.7697,1.4658,24414238.385,50.6429,34.1724
0.6656,23.068,1.5978,4438993.9927,49.7779,55.3068
0.6628,31.6173,1.5144,23989858.623,50.5729,28.2287
0.6593,29.5384,1.4051,4559040.0471,47.2228,77.3922
0.668,20.4535,1.6482,23806751.1458,50.1548,47.5332
0.6577,20.8964,1.5519,4334774.2804,48.5867,58.419
0.6672,21.4881,1.5924,25246115.5645,50.2538,51.5719
0.6587,23.5057,1.5115,4409989.0381,49.9612,61.592
0.6747,31.8952,1.5125,4330608.1209,49.2611,105.3602
0.6542,23.4794,1.4134,4313745.5041,48.3028,84.4312
0.6588,25.7622,1.54,24941879.5386,50.3024,32.3488
0.6699,20.8614,1.6356,25358307.8261,50.1067,50.6094
0.668,21.1876,1.554,4399393.1937,49.2975,95.9111
0.6605,21.7527,1.4874,25550578.85,50.2139,59.0248
0.6568,23.8958,1.4789,4442915.6654,47.0231,61.1776
0.658,27.1731,1.4148,4779214.9208,49.2362,79.9725
0.6588,26.6923,1.4587,4487726.7629,48.9638,64.7165
0.6583,21.9413,1.5458,24975015.4005,50.318,42.7463
0.6691,26.518,1.5291,23794791.8501,50.9901,50.2759
0.664,23.1687,1.5731,4213199.9133,49.2427,57.7056
0.66,20.4965,1.5204,4261733.4486,49.0362,80.725
0.6448,20.1193,1.5262,25487697.0592,50.2546,35.021
0.668,24.6092,1.6474,25675267.0929,50.9299,32.7644
0.6693,23.0639,1.6331,24241459.9085,50.7142,41.9912
0.6705,25.037,1.5796,4364783.9204,48.842,66.5906
0.6747,21.4597,1.572,4336436.4418,49.1969,128.7749
0.6486,22.0599,1.4353,24910450.3686,50.6115,45.9756
0.6686,22.3817,1.5659,4413779.9659,47.885,79.483
0.6745,27.373,1.6295,4663673.8357,48.6593,50.3239
0.6695,21.0203,1.5719,4609991.141,49.7459,95.0901
0.6614,21.8352,1.5909,24186881.1789,50.8735,41.3778
0.6525,23.2928,1.4842,24969072.7357,50.8453,39.5426
0.6505,21.5635,1.4453,24420527.5161,50.4197,49.6746
0.6563,25.5628,1.4051,4704614.421,49.2564,86.5954
0.6565,20.5227,1.5514,4551964.1491,48.4348,57.3221
0.6744,26.9671,1.5039,4486290.8709,47.2144,149.8449
0.6478,26.9828,1.4407,25127650.2651,50.8285,29.4244
0.6628,28.6527,1.4989,23397853.7282,50.5417,37.1699
0.667,22.748,1.5621,4476855.896,48.0427,72.3545
0.6533,23.8608,1.458,4251333.7366,47.5469,58.8115
0.6592,23.7232,1.458,24239611.5887,50.9244,55.1367
0.6613,25.7947,1.4997,24128581.1254,50.3846,42.1621
0.6705,31.5421,1.4979,4459448.649,48.9161,80.1672
0.6618,22.3999,1.5753,4421301.06,49.8754,55.4923
0.6665,20.0633,1.5367,4451619.5663,49.1078,108.9221
0.6695,20.9613,1.6867,24519608.8486,50.4243,40.9089
0.6642,26.2762,1.458,24122159.187,50.9937,56.3987
0.6395,24.0102,1.4111,24205508.9875,50.5197,31.7301
0.6618,21.4122,1.5055,24835943.0237,50.0046,59.7942
0.6699,26.7389,1.5557,24739624.4879,50.4729,44.189
0.6736,24.896,1.5535,4443462.9565,47.584,98.0902
0.6605,21.3467,1.4981,23320344.0902,50.306,60.7884
0.6705,24.8355,1.5855,4598250.7765,49.463,65.562
0.6605,23.8034,1.5602,24513512.9298,50.7847,37.7675
0.6676,24.7847,1.5889,4383570.5848,47.4239,52.7488
0.6725,27.6193,1.5868,4357476.1424,48.4254,58.3508
0.6535,23.5057,1.5115,23502790.8989,50.7455,36.8409
0.6646,30.0111,1.4449,4483755.3468,47.891,83.8341
0.6599,22.0688,1.6013,25826084.9451,50.1006,35.7883
0.654,22.6333,1.4563,4388123.4059,47.4623,67.8431
0.6735,26.1451,1.5635,4363075.6777,49.3007,85.1152
0.6565,26.6413,1.4791,24266861.1606,50.361,35.5589
0.6607,21.1779,1.5137,24506154.4944,50.0972,56.9166
0.6577,23.5364,1.414,4403506.9691,49.9317,108.3993
0.6647,23.5657,1.572,4194155.9023,47.4562,55.8927
0.6658,21.95,1.5751,4237258.4823,48.72,68.8406
0.6524,21.0892,1.475,4458873.4384,47.2961,65.1513
0.6715,30.4927,1.5674,4366569.7648,48.3934,51.3405
0.6549,31.9541,1.4339,24006100.0226,50.3673,28.0502
0.6673,25.0054,1.5695,4617670.0782,48.5402,58.3749
0.6723,25.1533,1.603,4313917.9035,48.415,62.4846
0.6396,20.4413,1.4091,4478556.1634,47.6688,56.8086
0.6475,27.1496,1.4197,25090045.8181,50.7872,31.0121
0.6711,22.888,1.5707,4367411.2966,48.2315,86.6329
0.662,20.555,1.5311,25712779.8013,50.4553,58.8393
0.6682,26.6501,1.562,23571122.9536,50.228,40.671
0.6651,20.2982,1.5843,4318215.965,48.0961,72.3418
0.6717,24.7335,1.6335,4665904.7302,48.328,51.2727
0.6657,20.1724,1.6526,4661298.9653,47.9049,52.2921
0.6619,28.822,1.4922,4324034.7439,47.0607,51.4223
0.6565,23.4728,1.5275,24097264.7656,50.1995,37.8223
0.6718,24.6193,1.6027,4452079.6209,47.2448,61.4146
0.6595,22.028,1.4802,25861044.1773,50.1618,56.6078
0.6621,21.9833,1.5543,4468205.7064,47.4851,61.948
0.6634,25.9454,1.4736,4245315.2038,48.3243,81.9408
0.6641,27.6633,1.4408,4375719.55,49.2915,101.3644
0.643,22.0275,1.4028,24743287.4769,50.4079,42.9509
0.6608,28.2684,1.4533,23658159.3038,50.2786,42.2857
0.6628,28.7645,1.5117,23352948.8151,50.9687,35.2146
0.6718,27.7321,1.5631,4556511.4918,49.0555,66.2527
0.664,25.5484,1.5761,25837993.2561,50.4283,34.2549
0.6677,28.6251,1.5441,4301845.6175,49.672,55.6767
0.6596,26.6144,1.4957,25505256.9969,50.0047,36.6143
0.6463,24.0202,1.4399,24546693.9995,50.8112,35.5789
0.6674,24.8493,1.5931,24254468.3199,50.6061,39.4896
0.6594,25.7556,1.501,4406650.947,48.3115,54.369
0.6415,20.4109,1.4625,24429253.5494,50.3609,38.794
0.6733,25.049,1.5729,4485706.8095,48.6968,83.1703
0.6459,24.1507,1.4173,4339604.0965,49.4166,52.7561
0.6476,20.1424,1.4339,24465444.7665,50.8708,54.1265
0.6704,25.8885,1.5406,4624656.6328,48.7611,80.8961
0.6625,21.5297,1.4395,4272610.3116,48.7445,147.4643
0.6649,24.2769,1.5355,24144582.1611,50.8045,47.8392
0.6568,23.0089,1.4909,24775305.3372,50.0661,45.325
0.6534,20.0138,1.5615,24941765.3884,50.8995,41.6991
0.6693,28.695,1.5403,25549530.9789,50.3251,39.4519
0.6709,25.6836,1.5475,4471702.6455,49.6367,83.0225
0.6567,20.1119,1.4068,4451583.1864,48.3603,140.3255
0.6388,24.1182,1.4105,23426397.2177,50.9767,31.4854
0.6682,30.5162,1.5161,25981690.7546,50.0997,36.5731
0.66,20.8417,1.5985,24725645.6194,50.9918,41.9377
0.6721,20.6767,1.5522,4456444.2404,48.3264,130.7398
0.656,25.7357,1.4834,4398912.2879,47.6634,50.0817
0.6629,24.095,1.6014,23962199.1706,50.5737,34.3065
0.6619,31.8168,1.4684,24362977.2644,50.0146,32.1738
0.657,26.9108,1.5129,24422759.1026,50.7831,31.3152
0.6531,22.6987,1.4005,24887354.0229,50.7007,58.7339
0.671,23.1422,1.6511,4457309.1543,48.4386,51.5896
0.6708,28.0794,1.5072,4382966.642,48.387,94.0148
0.6489,28.2185,1.4328,25014853.3902,50.7432,28.7168
0.6715,21.6153,1.6564,4390169.2102,47.1345,57.0065
0.6589,25.6459,1.5378,24362499.4685,50.0109,32.9973
0.6685,28.3471,1.463,4461211.5427,49.374,117.285
0.6585,26.871,1.4417,25803413.8606,50.5844,43.3078
0.6484,27.6621,1.4015,25097757.6617,50.5496,32.8433
0.671,25.0762,1.5722,4422924.423,49.8377,73.7243
0.6556,24.6129,1.4915,4226050.7846,49.5641,53.9185
0.6711,22.168,1.5707,4613025.8318,47.1278,89.6559
0.6483,22.5118,1.4162,4364551.5069,47.9762,65.9133
0.652,23.0345,1.5013,24660595.3419,50.6986,37.3591
0.6483,24.8626,1.4601,25553028.8269,50.2641,32.2054
0.6528,20.1816,1.5215,4386897.5044,47.2844,57.3251
0.6675,28.4438,1.5441,24835241.0503,50.3879,36.7915
0.6638,22.3969,1.5936,4452266.4348,47.5571,52.4051
0.6701,21.2768,1.5247,4446886.871,47.2026,129.0731
0.6641,28.5407,1.5238,23661017.8281,50.2667,35.1574
0.6528,20.4795,1.4392,4366261.5986,47.3557,86.086
0.6492,23.0751,1.4488,24971719.1409,50.5637,40.791
0.6544,23.8781,1.4927,25297283.0667,50.575,38.5494
0.6515,21.5718,1.4968,4394394.1834,48.8952,55.7334
0.6715,30.7714,1.5232,4389754.1274,47.7329,70.5404
0.6609,26.9955,1.5049,4332887.839,47.1981,51.1676
0.6614,23.7642,1.482,24341093.6684,50.9445,54.217
0.6583,27.3923,1.4016,4477529.9624,47.0231,85.5749
0.6717,26.4967,1.5306,4528737.4476,48.7556,92.7307
0.6679,22.6858,1.5851,24623853.0906,50.718,49.837
0.6625,25.6982,1.4131,4313301.7541,47.5963,128.2717
0.6627,26.871,1.4417,4505914.9376,49.2537,94.7925
0.6528,26.0175,1.4647,25013832.6031,50.9326,34.4759
0.6699,21.6114,1.5808,4644523.2702,49.8145,86.9326
0.6612,30.7444,1.4494,24843646.9455,50.2377,36.1419
0.6553,30.2822,1.4564,24883844.1634,50.2596,28.4133
0.6436,23.6438,1.406,4456802.6312,48.5481,51.5012
0.6498,28.4286,1.4279,24295521.4496,50.2688,29.7038
0.6511,20.775,1.4884,25394547.9954,50.9746,46.4554
0.6634,28.2997,1.4816,4338311.4065,47.0946,63.1947
0.6506,23.5795,1.4377,4465170.8028,49.4051,61.3691
0.6601,30.1159,1.4196,4437976.5923,49.8556,74.8781
0.6728,29.7048,1.5763,4513481.205,48.1026,54.7842
0.6483,28.617,1.4014,25592343.939,50.6806,30.4787
0.6607,27.8533,1.4907,4593784.4816,48.4482,52.9781
0.6642,22.4746,1.6006,4368576.9678,49.8588,54.0039
0.663,21.4971,1.5835,4314690.6343,48.998,59.8732
0.6538,20.11,1.5402,4589065.5265,48.6913,56.7979
0.6719,30.8024,1.5431,4586002.0247,48.3722,62.1808
0.6664,22.742,1.587,4284262.1652,49.8883,63.0756
0.6533,23.6068,1.4503,23539573.4918,50.4657,45.6241
0.6667,25.037,1.5796,25181539.1913,50.1229,39.1602
0.6698,26.0996,1.5392,4346326.0557,49.5719,79.4656
0.661,27.9881,1.4489,25312977.7658,50.4442,43.2429
0.672,28.2552,1.584,4531583.1628,47.3956,53.7271
0.6699,28.0674,1.5775,24194294.6206,50.8812,37.031
0.6608,20.9175,1.6294,23520759.6668,50.0416,37.8298
0.6663,22.412,1.5456,23826354.8037,50.9068,57.3983
0.6526,22.9275,1.4769,24542538.0916,50.7127,42.1425
0.6468,22.0275,1.4028,4397898.5837,49.9903,72.1736
0.6587,31.653,1.4728,25169986.5705,50.5744,27.8729
0.6545,20.5823,1.5209,25050140.1632,50.7946,47.1183
0.658,23.8015,1.5091,4281225.1483,49.3094,58.2631
0.6625,29.4181,1.4555,24932930.7692,50.3508,40.9132
0.6633,27.7359,1.5197,4289647.3501,48.4884,52.2358
0.6528,22.7925,1.4263,23759610.1703,50.8781,53.1558
0.6711,23.4479,1.5,4366615.3538,48.5117,148.9256
0.6561,23.0301,1.4582,25366919.0744,50.1663,49.9238
0.6533,21.7857,1.4416,24617592.9489,50.1855,54.2474
0.6639,31.4717,1.49,4398026.9479,49.6664,52.3641
0.6669,25.8885,1.5406,24952326.1106,50.3434,43.8618
0.6586,22.749,1.5046,24620058.0822,50.3336,47.5207
0.6492,22.8628,1.4242,4259639.7619,49.4866,66.2435
0.6634,22.3231,1.5624,25502242.4174,50.3383,46.3433
0.6553,21.9388,1.5158,23953769.0091,50.4319,43.7245
0.6607,30.8397,1.4926,25143151.8339,50.0419,28.996
0.6648,31.7613,1.4525,24625404.7946,50.6544,40.1632
0.6689,23.1718,1.5226,25982061.1336,50.0691,63.3355
0.6654,27.8307,1.5774,25389628.0162,50.5382,30.6134
0.6634,22.8039,1.546,24798421.7032,50.1165,47.7352
0.6733,24.6092,1.6474,4453722.5544,48.0687,51.8836
0.6577,31.5287,1.4603,24814581.8074,50.5159,28.5959
0.656,26.5881,1.4184,4364975.1111,47.5116,69.7348
0.6567,26.157,1.4872,24721842.5829,50.2704,35.6686
0.6606,20.9734,1.5659,24630050.8943,50.64,47.6454
0.6481,20.8967,1.495,4270725.907,47.8665,51.1418
0.6609,20.3484,1.568,25477231.5237,50.04,49.4604
0.6611,30.9156,1.4559,24280546.8413,50.5257,35.3107
0.6691,31.5851,1.513,4608420.2253,48.3653,60.7475
0.6594,25.9178,1.4713,25208296.8777,50.3296,42.8122
0.6442,20.306,1.4493,23891595.8534,50.4505,45.1068
0.6516,27.878,1.4138,24484506.2702,50.2108,34.7434
0.6514,25.891,1.4257,24632557.9107,50.3476,38.1893
0.6717,20.7476,1.5599,4245917.7626,47.4507,117.1343
0.6555,28.3754,1.4223,25161275.3174,50.8946,37.8107
0.6718,22.8287,1.5419,4308018.0024,49.9268,118.327
0.6608,25.2904,1.5042,4395042.4025,49.7276,61.8459
0.647,24.2794,1.4535,24874952.0973,50.0316,33.2576
0.6563,25.3364,1.4678,4638548.8752,47.8384,57.1667
0.6687,25.9708,1.4815,4656457.0627,49.8083,118.5359
0.6597,21.3876,1.6136,23196517.706,50.3139,37.3098
0.6682,25.1132,1.47,4304211.9005,47.2733,129.3752
0.6651,22.1988,1.5304,24107872.6273,50.8474,59.1518
0.6611,27.0693,1.495,4653323.6337,47.4732,54.6314
0.673,28.3382,1.5061,4743855.1734,47.456,111.1673
0.6597,23.622,1.458,4212573.4094,47.8811,86.2897
0.6651,25.3708,1.5186,24403798.6666,50.3719,46.9376
0.673,22.8634,1.5275,4590424.8937,47.2927,137.7932
0.6725,23.8187,1.585,4527979.4526,49.4011,81.1922
0.6523,26.6637,1.4198,4367207.7721,48.1431,56.5405
0.649,20.8186,1.4253,4719468.4635,49.9633,78.6374
0.6645,24.9234,1.5995,25265542.6727,50.8996,34.0514
0.6634,22.8232,1.5359,24512840.5785,50.3915,50.2225
0.6701,31.1452,1.4871,4389053.8739,49.1304,88.7444
0.6585,31.3216,1.4103,25293445.3299,50.3848,36.5718
0.6634,26.9606,1.449,24915725.4792,50.766,52.806
0.6541,25.8245,1.4844,25528612.5742,50.665,33.6235
0.6685,20.6589,1.6296,24829123.4116,50.7634,51.1474
0.6552,24.9055,1.4622,4423653.5044,49.2369,60.1539
0.6705,27.3307,1.5891,4279105.8578,47.6551,51.366
0.6497,24.6414,1.4643,24921600.1863,50.2453,34.1498
0.6729,23.685,1.6559,4420898.953,47.081,51.1235
0.6586,20.5109,1.4166,4480491.4979,49.7914,147.9934
0.6481,20.2684,1.5045,4335336.2353,49.4685,53.9832
0.6615,23.1989,1.5291,24709097.8802,50.9938,46.7388
0.645,21.6423,1.4979,25131350.8572,50.311,33.6792
0.6596,27.1368,1.4297,4478902.5015,48.9313,80.6567
0.6577,27.7183,1.4117,4541505.3127,48.1359,76.0802
0.6611,20.5268,1.4852,4315461.7153,48.4647,104.559
0.6733,25.9405,1.6134,4599403.3284,49.6726,59.4497
0.647,22.6591,1.431,4367456.8648,47.4773,56.0744
0.6659,27.9114,1.4511,4591008.7875,48.2971,103.0348
0.6595,25.3992,1.5587,24748167.6419,50.2165,31.6801
0.6653,23.8245,1.4838,4676045.514,48.566,101.5552
0.6556,26.5939,1.4571,4520582.7245,48.7632,54.7239
0.673,24.066,1.6489,4225769.957,48.485,53.7141
0.6516,20.2506,1.4101,4497865.8728,49.0361,101.7585
0.6611,21.2101,1.5296,4579713.9715,49.9669,76.7945
0.6698,25.3708,1.5186,4538455.1968,48.2317,94.8136
0.6567,20.2064,1.5313,25477993.3062,50.9962,50.7259
0.6638,30.9779,1.4805,4618422.3616,48.7166,55.7994
0.6539,23.0751,1.4488,4551252.033,49.6069,71.041
0.6588,23.8245,1.44,24172819.4241,50.3564,57.4341
0.6634,22.0811,1.4665,4415469.5118,47.7676,116.9042
0.6655,30.4324,1.5424,23858282.6381,50.3473,30.2303
0.6628,26.4187,1.581,24793044.6491,50.1679,30.2544
0.6619,20.196,1.4704,4455109.567,48.8761,125.7337
0.6651,29.2317,1.4587,4354369.4108,48.7502,83.3412
0.6594,29.778,1.4519,23707722.3438,50.2291,36.0623
0.6733,21.385,1.6319,4307651.6488,48.0704,75.6016
0.6427,20.2684,1.5045,23949921.8494,50.0293,35.3105
0.6545,22.32,1.4277,4364671.5475,49.6733,89.6814
0.663,27.0123,1.5173,4406813.2473,47.9579,54.1018
0.6491,20.2024,1.4909,24858330.6485,50.419,45.3809
0.6654,23.5036,1.5031,4397204.1475,49.5526,94.277
0.6682,28.047,1.4641,4496151.2947,48.2468,111.7385
0.6595,24.8864,1.4461,23880069.7358,50.817,53.7884
0.6646,25.344,1.5186,4550245.8292,47.2888,65.441
0.6727,28.1336,1.5107,4287936.3004,47.8494,107.5993
0.6727,26.1236,1.6121,4217609.1257,47.1238,54.2897
0.6658,24.7817,1.5418,4462471.0306,48.0448,64.5874
0.6682,21.4997,1.6388,4641766.9738,48.9972,56.6129
0.6606,20.2431,1.5172,24712320.9862,50.5073,61.6314
0.6476,21.7056,1.5159,24872223.9631,50.67,34.4946
0.6476,26.6637,1.4198,23731780.9891,50.4082,32.5792
0.6582,21.948,1.4734,4437238.7053,47.374,80.9758
0.646,20.9037,1.4445,4392267.24,47.5081,59.1382
0.66,21.7423,1.586,24352100.5345,50.417,40.0062
0.6708,24.2477,1.5152,4298272.3171,49.4404,120.0803
0.6691,23.3655,1.6109,23994406.8015,50.5151,44.3799
0.6704,21.2727,1.5359,4474261.8213,47.1847,120.2011
0.6633,29.5082,1.4689,4401806.2124,47.9396,64.126
0.6683,28.1579,1.4909,4347354.5869,47.7957,86.7257
0.6471,20.2915,1.45,4451067.3916,49.1377,66.2832
0.6663,20.8324,1.556,24608029.306,50.4997,62.4598
0.6444,20.2873,1.5154,23467685.6952,50.6061,36.3817
0.6739,27.4888,1.5203,4261747.4975,47.9889,115.5735
0.6658,21.6114,1.5808,25043379.7222,50.6976,51.0783
0.6539,29.5384,1.4051,24927718.4965,50.8977,35.2533
0.6649,22.833,1.5603,4449036.3246,48.9554,66.0971
0.6434,24.7713,1.4336,24474962.7528,50.6061,31.0925
0.6699,26.9854,1.4906,4370408.4902,49.1153,111.8181
0.6632,23.1525,1.6172,24126415.2595,50.4949,35.2313
0.6618,23.9417,1.5894,25476349.7783,50.607,34.4349
0.657,24.4718,1.4031,4268137.2328,49.1974,102.5461
0.6692,29.5407,1.5539,4632228.6543,49.1071,52.3533
0.6666,21.8352,1.5909,4464219.4092,48.6675,65.5108
0.6543,27.0055,1.488,24094744.9688,50.7641,31.1675
0.6641,28.7747,1.5653,24355206.6142,50.4887,28.9382
0.6617,23.9733,1.5191,4448869.1599,47.9167,62.9758
0.6679,25.8126,1.5322,24822383.9896,50.1153,47.7446
0.6554,27.6387,1.4705,24768736.677,50.2424,32.4777
0.6487,21.8559,1.4079,4475004.9993,47.0715,72.753
0.6545,31.0362,1.4124,24058295.3256,50.5134,32.0049
