d50(中位径_um),sigma(几何标准差),Phi_1(固含量),Phi_m_1(最大堆积),Emix_1(混合功_J),Temp_1(温度_C),Tau0_1(屈服应力_Pa),Phi_83(固含量),Phi_m_83(最大堆积),Emix_83(混合功_J),Temp_83(温度_C),Tau0_83(屈服应力_Pa),Phi_2(固含量),Phi_m_2(最大堆积),Emix_2(混合功_J),Temp_2(温度_C),Tau0_2(屈服应力_Pa)
7.4827,1.441,0.4746,0.5768,1417371.9981,27.99,25.9726,0.4746,0.5831,5371719.7026,31.9597,30.3925,0.4684,0.5864,7464516.6579,27.504,18.2862
7.363,1.4305,0.469,0.5763,1489468.0901,27.7441,23.0552,0.469,0.5819,4972326.8224,28.5664,22.87,0.4609,0.5857,7429976.6942,29.9463,17.9734
10.9988,1.4202,0.4765,0.5757,1472560.1473,26.152,12.6335,0.4765,0.5821,5460980.9269,29.0678,14.2392,0.473,0.5861,8015254.2059,28.5523,11.7869
8.5933,1.5218,0.4815,0.5817,1510114.7975,27.2928,15.0778,0.4815,0.5873,5069885.1525,29.9977,16.7423,0.4784,0.5905,7195903.3746,27.6333,12.4914
8.4866,1.4496,0.4796,0.577,1248089.8781,27.4143,22.071,0.4796,0.5843,5802325.2731,31.9293,26.4275,0.4742,0.5876,7977886.6608,28.7329,17.7442
10.4168,1.438,0.4795,0.5764,1293578.3864,25.2823,13.3137,0.4795,0.5829,5341122.0483,31.4199,18.2638,0.474,0.5868,7852178.8736,28.5746,12.3672
11.7395,1.4557,0.4845,0.5776,1380132.5943,27.8381,13.534,0.4845,0.5839,5318849.0736,29.5854,13.9724,0.4753,0.5869,7267337.5592,29.9794,10.1356
7.209,1.5552,0.4841,0.5835,1384031.587,27.4552,19.5215,0.4841,0.5897,5443904.9864,28.0908,18.9493,0.4749,0.5935,8000543.5207,28.0111,12.5788
7.6241,1.4589,0.4774,0.5781,1554970.5467,25.8018,21.4115,0.4774,0.584,5303396.5625,29.5464,25.6411,0.4707,0.5875,7578811.1008,29.0202,18.919
7.1009,1.4351,0.4632,0.5763,1338512.065,26.9137,18.5929,0.4632,0.5834,5753196.9559,31.5332,22.8275,0.458,0.587,8082325.5798,28.3231,15.1621
8.5216,1.422,0.472,0.5757,1425655.2557,25.5824,17.1902,0.472,0.5826,5738070.4736,31.1947,22.75,0.4623,0.5859,7860909.8075,29.5364,14.3632
10.8639,1.4042,0.4786,0.5746,1393729.4842,25.2381,14.0612,0.4786,0.5809,5301618.1382,30.6835,18.6227,0.4711,0.5844,7532717.51,29.1241,12.8794
8.5838,1.4931,0.4745,0.5797,1309823.4022,27.9181,14.4659,0.4745,0.5861,5359437.3015,29.925,15.2496,0.4711,0.5894,7524592.8117,28.4299,11.8875
10.0048,1.425,0.4766,0.5758,1393502.0022,25.7564,14.5165,0.4766,0.5823,5433424.802,29.7376,17.5173,0.4726,0.5862,7936845.5549,29.9485,14.8954
8.7735,1.426,0.4832,0.5756,1262979.1143,27.7552,26.9662,0.4832,0.5827,5616882.0856,28.0653,25.2691,0.4781,0.5865,8124825.0063,27.0251,19.1173
9.1195,1.4191,0.471,0.5757,1548354.7878,27.4135,16.7212,0.471,0.5822,5594363.9228,31.398,19.7249,0.465,0.5858,7881559.9402,28.3796,13.0522
10.3668,1.4395,0.4846,0.5765,1281776.4337,26.1426,16.8605,0.4846,0.5833,5549422.9462,29.9923,19.8866,0.4765,0.5869,7855334.2488,27.3718,12.4795
8.7169,1.4479,0.47,0.5771,1364747.6481,27.5692,15.226,0.47,0.5836,5455866.841,31.7654,18.1427,0.4656,0.5874,7914685.6362,29.013,12.8202
7.714,1.4428,0.46,0.5769,1442880.8845,25.6393,12.1365,0.46,0.583,5256955.1039,28.4634,13.867,0.4531,0.5862,7303239.4377,28.3885,10.2524
7.453,1.4928,0.4779,0.5799,1441492.3115,26.5895,19.9328,0.4779,0.5865,5642601.3601,31.8689,25.4499,0.4714,0.5896,7721134.7692,29.4529,16.939
8.3358,1.5301,0.4833,0.5819,1312439.1395,27.9988,17.1332,0.4833,0.588,5242327.3161,30.1539,18.1898,0.479,0.5914,7521842.938,28.0295,13.1557
11.6237,1.4162,0.4839,0.5753,1423742.659,25.3843,13.8768,0.4839,0.5817,5368999.6204,30.933,18.3566,0.476,0.5855,7776720.1122,28.7997,12.0887
12.7311,1.4174,0.4857,0.5754,1423748.7061,26.4761,13.2258,0.4857,0.5816,5270070.6896,28.0385,13.6052,0.4768,0.5847,7227189.4694,29.6443,10.9143
8.1157,1.4355,0.4822,0.5765,1416370.91,26.9564,27.4497,0.4822,0.5823,5072811.7458,29.5158,30.1076,0.4796,0.5865,7720864.956,29.3491,26.075
12.0007,1.4257,0.4826,0.576,1464460.5468,25.7986,12.2883,0.4826,0.5817,5053237.341,28.6202,13.887,0.4771,0.5855,7483392.2338,27.262,10.1975
7.1289,1.5187,0.4746,0.5812,1318210.5354,25.0947,14.6912,0.4746,0.5882,5803287.7558,28.3132,17.1092,0.4648,0.5914,7933068.9045,27.8584,10.8359
10.1095,1.4429,0.474,0.5769,1406835.5131,25.0795,11.1964,0.474,0.5826,4963738.1471,29.3455,14.0674,0.4696,0.5863,7335539.0193,29.4306,11.7065
7.4301,1.5467,0.4881,0.5832,1528683.2343,25.6878,19.8867,0.4881,0.5884,4858758.5311,29.5903,24.2376,0.4785,0.5912,6766573.102,29.5395,16.2349
9.4635,1.4677,0.481,0.5782,1286073.7992,26.6429,16.0352,0.481,0.5837,4765704.4099,29.6748,18.2482,0.4747,0.588,7581405.4292,29.6925,13.9653
9.8458,1.4209,0.4762,0.5755,1386341.7834,25.7578,15.1138,0.4762,0.5826,5753094.6732,31.0579,19.52,0.4714,0.5863,8148091.486,29.5265,14.6916
8.2571,1.4735,0.4806,0.5787,1430896.9791,25.4316,18.2957,0.4806,0.5842,4894372.2348,30.8126,24.306,0.4731,0.5877,7135947.1124,27.1222,14.3728
10.5959,1.4184,0.4848,0.5754,1379294.9032,27.0575,19.2123,0.4848,0.5809,4786636.8405,28.854,20.1521,0.4751,0.5848,7269967.5343,29.9053,15.0358
11.1601,1.4114,0.4822,0.575,1368069.1848,26.2634,15.5783,0.4822,0.581,5073813.0684,31.1918,19.6656,0.4739,0.5844,7228036.1886,29.0986,12.9285
9.8569,1.4168,0.4829,0.5754,1452923.6011,26.1237,19.6563,0.4829,0.5816,5291341.3538,29.9789,23.3842,0.4744,0.5849,7407321.4556,29.8447,17.0668
8.5658,1.5452,0.4801,0.583,1460770.3257,25.0739,10.588,0.4801,0.5892,5495652.9638,29.5191,13.3734,0.4773,0.5921,7438901.9928,27.6654,10.3529
7.0115,1.5666,0.4828,0.584,1261666.2042,25.1744,15.5063,0.4828,0.5907,5679101.31,30.0084,19.8525,0.4788,0.594,7893057.8212,28.631,15.0311
7.5032,1.4477,0.4762,0.577,1309080.5187,26.2382,23.3891,0.4762,0.5839,5605971.2735,30.3225,28.0765,0.4708,0.5871,7688222.4973,27.0104,18.3482
7.3022,1.4374,0.4565,0.5765,1387473.1174,25.5435,12.187,0.4565,0.583,5418556.7226,29.1614,14.6087,0.451,0.5868,7858627.5676,28.0946,10.6581
11.2311,1.4763,0.4817,0.5788,1386390.1418,26.9058,11.3121,0.4817,0.585,5321778.7797,28.3497,11.5722,0.478,0.5882,7397253.5782,28.7327,10.0663
8.7713,1.4548,0.478,0.5777,1498493.5245,26.0223,17.1494,0.478,0.5843,5608092.1621,30.1736,20.8014,0.4747,0.588,8011237.7619,28.2946,15.9901
9.4911,1.4247,0.4675,0.5758,1398338.2416,25.9885,12.0445,0.4675,0.582,5229197.0197,31.7196,16.0646,0.4619,0.5857,7596511.2912,27.868,10.1812
9.3433,1.4656,0.4755,0.5782,1373694.5361,25.3953,12.4886,0.4755,0.5846,5456532.927,31.3454,16.9781,0.472,0.5878,7501276.8438,29.3768,12.9818
8.466,1.4527,0.4858,0.5775,1414563.3157,26.3214,24.8681,0.4858,0.5842,5622131.2556,31.8319,32.0434,0.4758,0.5875,7780362.626,28.2711,18.0373
7.8237,1.4293,0.465,0.5757,1177844.7306,25.1725,14.9335,0.465,0.5815,4773011.3069,29.484,18.8274,0.4587,0.585,6986843.0795,29.5333,14.5146
7.7113,1.48,0.4868,0.5791,1446025.7778,25.6706,25.5922,0.4868,0.5854,5427818.4761,29.8184,31.1716,0.4782,0.5889,7732539.9645,28.3252,20.4172
7.2333,1.4483,0.4714,0.5768,1183254.6622,27.0094,22.462,0.4714,0.5836,5412415.4231,31.3586,27.1188,0.466,0.5872,7745635.5877,28.875,18.7526
7.7946,1.4675,0.4772,0.5783,1399287.67,26.8096,20.8822,0.4772,0.5857,6059054.784,30.7382,24.4976,0.4673,0.5891,8279634.3957,27.8075,13.9589
7.3893,1.4201,0.4712,0.5754,1340632.7932,27.6805,26.1002,0.4712,0.5819,5354255.1803,30.4387,28.7154,0.4674,0.5863,8145054.631,27.6806,20.4263
7.3311,1.4016,0.4558,0.5744,1387692.0085,26.181,15.5476,0.4558,0.5802,4946313.0444,31.0883,19.94,0.4524,0.5838,7210232.4153,28.656,14.8051
10.2364,1.428,0.4846,0.5759,1340311.0056,27.4322,20.0529,0.4846,0.5818,5019878.6172,28.1974,19.5931,0.4774,0.5855,7370343.0085,29.5358,16.1444
8.2347,1.5284,0.4789,0.5821,1489809.4662,27.857,14.8563,0.4789,0.5876,5061822.2431,30.4032,16.2815,0.4745,0.5912,7465989.9567,27.0601,10.7314
7.6856,1.4444,0.4869,0.5769,1385240.3696,26.375,32.7738,0.4869,0.583,5200689.1534,29.171,36.4923,0.4767,0.587,7750985.8577,27.8368,23.0
9.7947,1.4546,0.4721,0.5777,1455783.0244,26.8201,11.8786,0.4721,0.5844,5713964.791,29.1585,12.8354,0.4686,0.5885,8396225.1539,29.1244,10.8538
11.0469,1.4107,0.4816,0.5749,1374490.5407,26.4473,15.892,0.4816,0.5824,5978109.0164,30.6815,18.9443,0.474,0.5861,8384372.0941,29.4374,13.2826
8.7255,1.463,0.4836,0.578,1386357.3589,26.5856,20.9989,0.4836,0.5846,5524726.5777,28.2911,21.7639,0.4769,0.5882,7887507.3186,28.4174,16.8071
7.9309,1.5031,0.4717,0.5807,1557043.7692,27.5707,13.9682,0.4717,0.5869,5532790.4062,31.6405,16.6061,0.4667,0.5909,8176137.4131,28.9013,11.2397
10.4689,1.4534,0.4814,0.5775,1391521.3186,26.9098,14.5677,0.4814,0.5837,5268075.4513,30.9363,17.3266,0.4778,0.5873,7631678.9284,29.2547,13.4059
7.7597,1.4515,0.4795,0.5772,1294281.9844,25.1723,22.1002,0.4795,0.5825,4626760.5044,29.2469,27.4405,0.4765,0.5865,7152491.8562,27.2824,20.9877
10.2678,1.4336,0.4773,0.5762,1334905.8538,26.7596,14.4823,0.4773,0.5833,5773686.5476,30.5221,16.8683,0.4735,0.5867,7931140.9225,27.301,11.7839
8.3135,1.4062,0.4617,0.5746,1325631.9109,26.803,15.1548,0.4617,0.5823,6100841.6522,30.011,17.1369,0.455,0.5859,8446033.5182,29.4367,12.6354
8.0672,1.4486,0.4721,0.577,1252650.6118,25.8821,17.003,0.4721,0.5838,5559971.5273,30.0808,20.7171,0.4653,0.587,7589162.1815,29.0198,14.8387
9.6233,1.402,0.4814,0.5746,1479783.8237,25.5548,20.2893,0.4814,0.5815,5747296.914,28.9504,23.5184,0.477,0.5847,7784482.0556,28.4732,19.1969
7.1246,1.4716,0.4876,0.5786,1447288.9746,25.3443,31.4013,0.4876,0.5853,5686964.5412,29.3349,37.8989,0.4786,0.5892,8240205.1246,28.1483,24.9237
7.2375,1.5241,0.4736,0.5818,1468277.5124,25.4186,13.5134,0.4736,0.5883,5700597.7367,30.1656,17.2289,0.4655,0.5916,7867103.6718,29.9461,11.823
10.4607,1.4807,0.4808,0.5793,1486407.006,26.9508,12.3241,0.4808,0.5853,5325590.2486,28.4946,12.7175,0.4777,0.5888,7601955.9759,28.857,11.2337
7.9199,1.5155,0.48,0.5812,1417328.5903,26.6012,16.6391,0.48,0.5879,5712932.1502,28.6269,17.6491,0.4722,0.5916,8180086.3688,27.4999,11.7591
7.3249,1.4687,0.4667,0.5782,1266184.1145,27.817,17.1626,0.4667,0.5844,5173983.6397,30.4397,18.8401,0.4622,0.5881,7611430.4533,27.4088,12.7486
8.6942,1.4474,0.4824,0.5771,1385959.3624,25.2214,19.9272,0.4824,0.5839,5626419.1519,28.2014,22.6899,0.4758,0.5873,7863389.5906,27.2148,16.4026
7.5613,1.5155,0.4675,0.581,1277684.5485,25.6901,10.492,0.4675,0.587,5128760.8566,29.3124,12.5709,0.4642,0.5908,7632664.847,29.9015,10.9341
8.2886,1.4823,0.4721,0.5791,1328727.2811,25.2832,12.5824,0.4721,0.5854,5330579.7985,31.2576,17.2464,0.463,0.5886,7439877.9945,28.8994,10.3282
7.0358,1.5719,0.4864,0.5846,1448188.2136,27.3402,20.0307,0.4864,0.5897,4769516.7882,29.1824,21.2256,0.4777,0.5937,7476049.5455,27.9349,13.2239
9.2969,1.4552,0.4777,0.5776,1419696.7169,26.7445,15.9368,0.4777,0.5837,5229136.8336,31.545,19.8785,0.4741,0.5875,7711426.9837,28.9549,14.5463
8.5658,1.5156,0.4846,0.5811,1358680.5183,27.473,17.9261,0.4846,0.5874,5390245.3442,28.0866,17.3338,0.4757,0.5908,7628419.1422,29.4223,13.0941
9.2378,1.4326,0.4773,0.5764,1496065.2796,25.5105,16.3741,0.4773,0.5832,5708322.2401,29.8954,20.2606,0.4736,0.5871,8254536.6301,29.327,16.6404
12.9118,1.4,0.4863,0.5744,1428000.677,25.2726,13.0148,0.4863,0.5817,5949651.8734,30.9201,17.111,0.4789,0.5855,8351245.1361,29.0339,11.7024
7.5,1.4825,0.4863,0.5793,1425710.0563,26.5484,27.9936,0.4863,0.5867,6191181.1016,29.9835,31.8332,0.4779,0.5903,8523171.1316,27.0909,19.1283
9.4049,1.4615,0.4789,0.5778,1265595.8234,25.6154,14.4604,0.4789,0.5849,5772260.1844,29.3332,17.0963,0.4713,0.5885,8100624.2638,28.1921,11.7874
9.416,1.4478,0.481,0.5771,1368172.441,25.92,17.0697,0.481,0.5836,5425382.6209,31.7939,22.7361,0.472,0.5876,7997179.3645,28.5228,13.3372
9.7054,1.4678,0.4766,0.5781,1254915.8953,26.452,12.875,0.4766,0.5841,4997905.3983,31.723,16.5866,0.4725,0.5879,7500867.1853,28.288,11.3214
9.9899,1.4782,0.4885,0.5789,1352286.2462,25.1019,15.6773,0.4885,0.5848,5068534.1098,29.2109,19.3229,0.4788,0.5884,7473150.7461,27.8921,12.2588
9.8354,1.4314,0.4844,0.5762,1376844.7686,25.3847,18.2988,0.4844,0.5822,5137263.0768,28.3549,20.9052,0.4745,0.5866,7932559.8081,29.5508,15.5133
7.2031,1.6032,0.487,0.5863,1352250.0323,26.3311,14.8698,0.487,0.5921,5209215.1806,30.1657,17.7649,0.4798,0.5957,7642725.5895,27.1467,10.4123
9.5891,1.4431,0.4739,0.577,1464661.1923,26.2458,13.517,0.4739,0.5826,4987150.6763,29.9858,16.1448,0.4658,0.586,7153019.9012,27.589,10.1547
7.5561,1.4354,0.4743,0.5765,1428075.4678,27.814,25.6754,0.4743,0.5837,5965253.7805,28.5016,24.7388,0.4709,0.5876,8484371.0023,29.3864,22.3665
8.9715,1.415,0.4695,0.5753,1437410.9762,27.207,16.624,0.4695,0.5822,5728958.4247,28.2511,16.5125,0.4657,0.5859,8113049.5838,29.371,14.9575
7.6972,1.5058,0.4683,0.5805,1369820.9303,26.5157,11.8781,0.4683,0.5863,5028156.9463,29.4609,13.5425,0.463,0.5893,6994273.4726,29.1759,10.4069
9.1815,1.4869,0.4794,0.5794,1331155.2939,26.8703,14.6292,0.4794,0.5859,5476322.9248,28.8356,15.4379,0.4733,0.5895,7836623.3368,29.4723,12.4091
8.4439,1.5069,0.48,0.5808,1473084.9979,26.2823,15.0729,0.48,0.5882,6267218.0553,31.0144,18.6147,0.4774,0.5921,8875635.8707,28.0234,13.6075
8.1932,1.4947,0.486,0.5798,1303324.1814,27.8647,23.8095,0.486,0.5865,5557251.4399,31.031,26.5042,0.479,0.5896,7603255.8029,28.3856,17.2099
7.1459,1.4365,0.467,0.5766,1485686.8151,25.9939,19.4796,0.467,0.5825,5135416.659,31.623,25.9428,0.4621,0.586,7378506.5165,28.8912,18.0025
9.2021,1.4093,0.4696,0.575,1446322.8544,27.6144,16.8266,0.4696,0.5815,5465222.2354,30.9,19.0778,0.4619,0.5858,8230234.0524,28.4579,12.2056
8.8171,1.5019,0.4805,0.5805,1509542.7172,26.8484,15.0902,0.4805,0.5869,5575552.3678,30.5846,17.6899,0.4741,0.5905,7954735.1248,27.6433,11.2715
7.82,1.4544,0.4776,0.5773,1267296.1391,27.9493,24.4997,0.4776,0.5827,4646200.9495,31.6545,28.5468,0.4744,0.5862,6878057.6443,28.9212,21.1122
8.6232,1.5079,0.4812,0.5807,1400815.2668,26.2509,15.0058,0.4812,0.5871,5521427.9035,31.9394,19.7077,0.4735,0.5907,7848230.7255,29.8961,12.7668
8.7035,1.4357,0.4757,0.5765,1445807.73,27.8122,20.2411,0.4757,0.5829,5408709.9729,31.1408,22.9287,0.4722,0.5866,7827803.9465,27.0895,15.3293
8.018,1.4588,0.484,0.5779,1468229.4919,27.266,27.0049,0.484,0.5839,5230667.181,29.665,29.2087,0.4749,0.5878,7767506.8833,27.1507,17.5229
8.0935,1.4516,0.4626,0.5774,1424747.7361,27.7678,13.3466,0.4626,0.5831,4964474.1947,28.7754,13.4284,0.4587,0.5869,7415352.3181,28.6548,11.0728
7.0542,1.4036,0.477,0.5746,1428237.6404,25.801,33.1108,0.477,0.5812,5513588.2008,28.6785,37.2861,0.4682,0.5849,7863741.5851,29.0269,27.5257
8.962,1.4065,0.4781,0.5746,1320954.7923,26.3723,21.9388,0.4781,0.5818,5749340.4609,30.7123,26.4803,0.4747,0.5859,8392672.8832,28.1094,19.4201
10.8699,1.4161,0.4756,0.5752,1349012.2985,25.9768,12.6821,0.4756,0.5811,4965815.3645,30.2376,15.6061,0.4661,0.5856,7878782.5204,29.7626,10.5619
9.6384,1.4346,0.476,0.5762,1260615.1392,26.5932,15.505,0.476,0.5823,5060858.3635,28.3799,16.2935,0.4679,0.5861,7513762.929,28.1484,11.7301
10.6744,1.4476,0.4837,0.5772,1427690.1931,25.8513,14.464,0.4837,0.5835,5392529.3999,31.6547,19.2244,0.4738,0.5872,7743252.1013,27.7298,10.5286
7.426,1.427,0.4846,0.576,1457732.8938,26.6652,36.2269,0.4846,0.5825,5497900.8751,31.7929,45.5552,0.4784,0.5856,7478199.9416,27.2458,27.5633
7.9841,1.4031,0.4706,0.5744,1310571.0561,25.9998,21.3957,0.4706,0.5799,4723315.4421,30.6038,26.9727,0.4658,0.5833,6883781.872,28.6254,19.7275
8.8933,1.4113,0.4685,0.5749,1328829.9533,27.1658,16.6813,0.4685,0.5806,4851754.4211,28.5874,17.1943,0.4637,0.5845,7343715.8748,29.2749,14.61
9.5236,1.4308,0.4731,0.5761,1388949.0348,25.7126,13.7436,0.4731,0.5819,4954663.861,29.5189,16.6034,0.4654,0.5857,7401162.9943,28.5749,11.5644
7.8536,1.4058,0.4885,0.5748,1469869.9877,25.2805,36.6985,0.4885,0.5825,6258629.5759,29.8526,45.1269,0.4785,0.5861,8578579.3605,27.0883,26.6597
7.0708,1.6103,0.483,0.5868,1442990.3765,26.6549,12.6003,0.483,0.5927,5337157.5071,31.088,15.5097,0.478,0.5961,7672825.5409,28.3294,10.1992
7.0132,1.4612,0.4731,0.578,1418458.4021,27.6019,24.3741,0.4731,0.5844,5454959.4409,29.5343,25.6257,0.4632,0.5884,8078821.4453,29.9123,17.5598
7.6292,1.4655,0.4636,0.5783,1444081.5383,27.055,13.581,0.4636,0.5851,5762261.1233,31.6201,16.6408,0.4586,0.5885,7989825.0566,27.133,10.1838
8.6872,1.428,0.4789,0.5761,1483064.0795,26.0121,20.8377,0.4789,0.5826,5530981.1904,28.1042,22.3036,0.4756,0.5864,7949573.6546,29.8973,21.4124
7.0948,1.5487,0.4741,0.5831,1395121.856,25.2847,12.0123,0.4741,0.5888,5045271.9426,31.3031,16.6403,0.4707,0.5922,7341120.8239,29.8191,12.8636
7.4058,1.547,0.4815,0.5831,1467840.1592,25.0426,14.7604,0.4815,0.5895,5636617.9277,31.2242,20.5033,0.4786,0.5927,7776878.7795,28.0472,14.6911
9.5491,1.4663,0.4738,0.5784,1457903.8045,25.5225,11.2745,0.4738,0.5836,4744081.3502,28.3243,12.9314,0.4699,0.5874,7189263.7834,28.6462,11.0189
10.01,1.4497,0.4828,0.5774,1496090.719,26.0901,16.0103,0.4828,0.5832,5112625.9211,30.5447,19.8377,0.4756,0.5868,7405968.6777,29.808,14.3775
8.5831,1.4442,0.4884,0.577,1401232.6771,27.2254,29.2907,0.4884,0.5829,5119372.6696,28.2083,28.9803,0.4789,0.587,7729378.6528,28.0372,20.0868
8.0754,1.4892,0.4873,0.5797,1428795.8519,26.7433,24.438,0.4873,0.5855,5132964.6499,30.0587,28.0557,0.4781,0.5889,7346989.8785,29.284,18.7738
8.1455,1.46,0.4792,0.5778,1345982.6265,27.7557,22.8246,0.4792,0.5849,5807459.7771,29.7664,23.8108,0.4722,0.5881,7887444.9655,29.6813,17.9984
8.6809,1.4649,0.4796,0.5782,1421355.2873,26.2182,17.7935,0.4796,0.5848,5584686.8455,31.9955,23.4341,0.4701,0.5885,8009981.8419,27.8962,12.7735
10.4191,1.4081,0.4702,0.5748,1373681.2062,27.1882,13.1147,0.4702,0.5813,5379955.4917,31.3511,15.671,0.4652,0.5846,7503553.6838,29.623,11.6359
7.6454,1.4472,0.4732,0.5773,1481257.7777,26.0929,20.0299,0.4732,0.5847,6158916.7188,28.1173,21.2053,0.4635,0.5888,8833354.7255,28.202,14.567
7.3886,1.424,0.4689,0.5757,1394339.1542,25.362,19.9877,0.4689,0.5823,5458138.5014,30.1911,25.615,0.4598,0.5862,7963465.0919,27.0372,14.7453
9.0646,1.4825,0.4792,0.5791,1316379.056,27.078,15.5041,0.4792,0.5848,4952482.2391,28.5303,15.9633,0.4761,0.5885,7331130.9002,27.3163,12.7145
8.4055,1.4429,0.473,0.5769,1432773.8039,26.9671,17.9683,0.473,0.5842,6001707.7251,28.261,18.0657,0.4672,0.5879,8427337.6644,28.8333,14.7594
11.4519,1.4047,0.4773,0.5748,1518680.8098,27.4113,14.1066,0.4773,0.5823,6146791.1505,31.1553,16.1828,0.4735,0.5853,8071295.0622,28.6404,12.0208
8.5814,1.4585,0.4792,0.578,1532992.9116,25.6805,17.8165,0.4792,0.5832,4808305.4536,29.3033,21.3813,0.4764,0.5863,6808780.4102,28.303,17.6904
7.614,1.561,0.4873,0.5838,1358624.5012,25.5935,16.7207,0.4873,0.5901,5500921.0085,30.1858,20.9662,0.4798,0.5933,7609135.0599,28.5049,13.7034
8.0053,1.4468,0.4772,0.5773,1523648.7939,26.3852,21.4797,0.4772,0.5831,5153065.9297,30.5337,26.1078,0.4677,0.5865,7311304.0966,27.5053,15.1342
7.3373,1.4803,0.4791,0.5791,1439261.7922,26.7593,23.3432,0.4791,0.5854,5384264.5937,31.0707,28.3169,0.4698,0.5889,7699832.9425,27.4004,15.6752
8.0679,1.4829,0.472,0.579,1252485.1338,25.7434,13.6555,0.472,0.5854,5320758.6219,29.2759,16.1406,0.467,0.5892,7788043.1346,27.3461,11.4119
8.3914,1.5038,0.4774,0.5805,1392926.7494,25.5611,13.3826,0.4774,0.587,5595690.3478,28.7433,15.4715,0.4694,0.5904,7812756.6271,27.9484,10.5048
9.5445,1.4148,0.4858,0.5751,1350731.3995,27.8854,26.3057,0.4858,0.5812,5099252.8321,30.2616,28.1417,0.4757,0.5842,6996283.7116,29.1215,18.5019
8.109,1.4479,0.4774,0.5771,1386874.6915,27.2643,22.3304,0.4774,0.5834,5280257.1566,31.3218,26.5115,0.4698,0.5872,7788360.3028,28.2768,16.456
7.5466,1.5674,0.4791,0.5842,1349447.6904,27.9589,13.8899,0.4791,0.5907,5618229.1843,31.0681,15.5368,0.473,0.5943,8104096.3699,29.5549,10.6471
8.2367,1.4414,0.4686,0.5769,1443340.346,25.1413,14.1321,0.4686,0.5842,6030490.9209,31.6857,19.8394,0.4602,0.5875,8220951.326,27.6085,11.1964
7.2607,1.4559,0.4662,0.5774,1270888.4521,26.209,16.6561,0.4662,0.5844,5632596.4837,30.3643,20.1873,0.4583,0.588,8008456.3916,27.7018,12.291
12.018,1.4034,0.4875,0.5746,1466005.8376,25.0423,15.0545,0.4875,0.5816,5775014.58,28.7805,17.8771,0.4794,0.5854,8187366.4801,29.6093,14.0175
7.7,1.4036,0.4628,0.5745,1354907.4154,27.1753,19.1226,0.4628,0.5809,5326877.1094,28.1629,19.0814,0.456,0.5849,7863584.8197,27.9842,14.2979
7.5433,1.4243,0.4623,0.5756,1289482.2881,26.7331,16.8249,0.4623,0.5817,5061929.1559,28.8576,18.1582,0.4534,0.5854,7412722.4016,28.7925,12.5741
9.6175,1.4141,0.4853,0.5753,1447360.0833,26.6982,23.5946,0.4853,0.5822,5764062.7006,30.4454,27.3487,0.4798,0.5859,8097329.8763,28.1156,19.2109
9.108,1.4002,0.456,0.5743,1374083.2528,26.9907,10.8126,0.456,0.5806,5243766.4993,30.7447,12.7866,0.4523,0.5841,7483484.8688,29.3806,10.0169
7.1009,1.4172,0.4533,0.5754,1409285.3376,26.1643,13.6304,0.4533,0.5817,5327591.9364,28.1808,14.7095,0.4474,0.5854,7665143.172,28.7188,11.733
8.1685,1.4786,0.4859,0.5789,1322206.6991,25.9305,22.7693,0.4859,0.5845,4861059.6414,31.177,29.5778,0.478,0.5879,7082763.4707,27.3431,17.2471
7.7195,1.4406,0.4666,0.5767,1406695.3977,25.0591,14.9753,0.4666,0.5827,5093556.581,31.8953,21.7264,0.4613,0.5863,7412097.7461,28.516,14.2743
8.1363,1.4762,0.4768,0.5788,1354255.3103,25.6182,16.4745,0.4768,0.5862,6062521.4333,28.6396,18.6563,0.4719,0.5903,8761881.3852,28.2421,14.671
8.3086,1.4001,0.4596,0.5743,1350484.9558,26.7046,14.4803,0.4596,0.5807,5327950.836,28.709,15.4681,0.4544,0.584,7422497.9405,28.6927,12.4864
8.6493,1.4149,0.4703,0.5751,1301465.1236,26.6557,17.7401,0.4703,0.581,4981976.7099,29.006,19.3711,0.4626,0.5852,7650599.1092,28.1447,13.5502
7.4921,1.4081,0.4569,0.5747,1348227.3741,27.167,15.9503,0.4569,0.582,5870115.4476,31.4996,19.211,0.4529,0.5863,8612801.2576,27.3692,12.4635
7.2368,1.5048,0.4867,0.5805,1373126.6999,27.4296,28.7622,0.4867,0.5862,5036983.6653,29.3684,30.3233,0.4782,0.5896,7247532.8087,28.1742,19.9916
9.2987,1.4734,0.4799,0.5788,1493423.0193,25.8903,14.5697,0.4799,0.5851,5488512.7569,30.484,18.1962,0.4754,0.5886,7760590.4886,28.943,13.7079
10.0462,1.4279,0.4711,0.576,1406969.5824,27.413,13.2491,0.4711,0.5826,5547950.082,30.1309,14.561,0.4631,0.5866,8111065.4965,29.5949,10.2644
9.1274,1.4281,0.4823,0.5759,1359520.4071,26.7667,22.3411,0.4823,0.5812,4623800.5799,28.3213,23.2424,0.4789,0.5847,6844413.2374,27.6174,19.1121
8.0936,1.4631,0.4808,0.5781,1429296.0511,25.3027,20.0833,0.4808,0.5846,5524934.652,30.06,25.5363,0.4751,0.5881,7790869.5496,28.7251,18.727
8.5289,1.4647,0.4768,0.5781,1353930.9368,25.0323,15.3157,0.4768,0.585,5687478.9568,30.2808,20.1112,0.471,0.5889,8262398.3516,28.8311,14.4709
